iteration          time             xO2              xO              xN             xCO             xCN             xC3          xE(s1)          xC(b1)
     4500    2.2500E-01    1.000000E-20    1.000000E-20    4.551152E-20    2.525705E-02    4.750731E-02    1.154541E+00    7.500000E-06    1.000000E+00
     4525    2.2625E-01    1.000000E-20    1.000000E-20    3.614153E-20    2.525705E-02    4.750731E-02    1.154551E+00    7.500000E-06    1.000000E+00
     4550    2.2750E-01    1.000000E-20    1.000000E-20    2.870065E-20    2.525705E-02    4.750731E-02    1.154560E+00    7.500000E-06    1.000000E+00
     4575    2.2875E-01    1.000000E-20    1.000000E-20    2.279171E-20    2.525705E-02    4.750731E-02    1.154569E+00    7.500000E-06    1.000000E+00
     4600    2.3000E-01    1.000000E-20    1.000000E-20    1.809931E-20    2.525705E-02    4.750731E-02    1.154578E+00    7.500000E-06    1.000000E+00
     4625    2.3125E-01    1.000000E-20    1.000000E-20    1.437300E-20    2.525705E-02    4.750731E-02    1.154586E+00    7.500000E-06    1.000000E+00
     4650    2.3250E-01    1.000000E-20    1.000000E-20    1.141386E-20    2.525705E-02    4.750731E-02    1.154593E+00    7.500000E-06    1.000000E+00
     4675    2.3375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154600E+00    7.500000E-06    1.000000E+00
     4700    2.3500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154607E+00    7.500000E-06    1.000000E+00
     4725    2.3625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154614E+00    7.500000E-06    1.000000E+00
     4750    2.3750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154620E+00    7.500000E-06    1.000000E+00
     4775    2.3875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154626E+00    7.500000E-06    1.000000E+00
     4800    2.4000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154632E+00    7.500000E-06    1.000000E+00
     4825    2.4125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154638E+00    7.500000E-06    1.000000E+00
     4850    2.4250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154643E+00    7.500000E-06    1.000000E+00
     4875    2.4375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154648E+00    7.500000E-06    1.000000E+00
     4900    2.4500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154653E+00    7.500000E-06    1.000000E+00
     4925    2.4625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154657E+00    7.500000E-06    1.000000E+00
     4950    2.4750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154661E+00    7.500000E-06    1.000000E+00
     4975    2.4875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154665E+00    7.500000E-06    1.000000E+00
     5000    2.5000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154669E+00    7.500000E-06    1.000000E+00
     5025    2.5125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154673E+00    7.500000E-06    1.000000E+00
     5050    2.5250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154677E+00    7.500000E-06    1.000000E+00
     5075    2.5375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154680E+00    7.500000E-06    1.000000E+00
     5100    2.5500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154683E+00    7.500000E-06    1.000000E+00
     5125    2.5625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154686E+00    7.500000E-06    1.000000E+00
     5150    2.5750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154689E+00    7.500000E-06    1.000000E+00
     5175    2.5875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154692E+00    7.500000E-06    1.000000E+00
     5200    2.6000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154695E+00    7.500000E-06    1.000000E+00
     5225    2.6125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154697E+00    7.500000E-06    1.000000E+00
     5250    2.6250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154700E+00    7.500000E-06    1.000000E+00
     5275    2.6375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154702E+00    7.500000E-06    1.000000E+00
     5300    2.6500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154704E+00    7.500000E-06    1.000000E+00
     5325    2.6625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154706E+00    7.500000E-06    1.000000E+00
     5350    2.6750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154708E+00    7.500000E-06    1.000000E+00
     5375    2.6875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154710E+00    7.500000E-06    1.000000E+00
     5400    2.7000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154712E+00    7.500000E-06    1.000000E+00
     5425    2.7125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154714E+00    7.500000E-06    1.000000E+00
     5450    2.7250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154715E+00    7.500000E-06    1.000000E+00
     5475    2.7375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154717E+00    7.500000E-06    1.000000E+00
     5500    2.7500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154719E+00    7.500000E-06    1.000000E+00
     5525    2.7625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154720E+00    7.500000E-06    1.000000E+00
     5550    2.7750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154721E+00    7.500000E-06    1.000000E+00
     5575    2.7875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154723E+00    7.500000E-06    1.000000E+00
     5600    2.8000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154724E+00    7.500000E-06    1.000000E+00
     5625    2.8125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154725E+00    7.500000E-06    1.000000E+00
     5650    2.8250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154726E+00    7.500000E-06    1.000000E+00
     5675    2.8375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154727E+00    7.500000E-06    1.000000E+00
     5700    2.8500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154728E+00    7.500000E-06    1.000000E+00
     5725    2.8625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154729E+00    7.500000E-06    1.000000E+00
     5750    2.8750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154730E+00    7.500000E-06    1.000000E+00
     5775    2.8875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154731E+00    7.500000E-06    1.000000E+00
     5800    2.9000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154732E+00    7.500000E-06    1.000000E+00
     5825    2.9125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154733E+00    7.500000E-06    1.000000E+00
     5850    2.9250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154733E+00    7.500000E-06    1.000000E+00
     5875    2.9375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154734E+00    7.500000E-06    1.000000E+00
     5900    2.9500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154735E+00    7.500000E-06    1.000000E+00
     5925    2.9625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154736E+00    7.500000E-06    1.000000E+00
     5950    2.9750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154736E+00    7.500000E-06    1.000000E+00
     5975    2.9875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154737E+00    7.500000E-06    1.000000E+00
     6000    3.0000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154737E+00    7.500000E-06    1.000000E+00
     6025    3.0125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154738E+00    7.500000E-06    1.000000E+00
     6050    3.0250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154738E+00    7.500000E-06    1.000000E+00
     6075    3.0375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154739E+00    7.500000E-06    1.000000E+00
     6100    3.0500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154739E+00    7.500000E-06    1.000000E+00
     6125    3.0625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154740E+00    7.500000E-06    1.000000E+00
     6150    3.0750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154740E+00    7.500000E-06    1.000000E+00
     6175    3.0875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154741E+00    7.500000E-06    1.000000E+00
     6200    3.1000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154741E+00    7.500000E-06    1.000000E+00
     6225    3.1125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154741E+00    7.500000E-06    1.000000E+00
     6250    3.1250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154742E+00    7.500000E-06    1.000000E+00
     6275    3.1375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154742E+00    7.500000E-06    1.000000E+00
     6300    3.1500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154743E+00    7.500000E-06    1.000000E+00
     6325    3.1625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154743E+00    7.500000E-06    1.000000E+00
     6350    3.1750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154743E+00    7.500000E-06    1.000000E+00
     6375    3.1875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154743E+00    7.500000E-06    1.000000E+00
     6400    3.2000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154744E+00    7.500000E-06    1.000000E+00
     6425    3.2125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154744E+00    7.500000E-06    1.000000E+00
     6450    3.2250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154744E+00    7.500000E-06    1.000000E+00
     6475    3.2375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154744E+00    7.500000E-06    1.000000E+00
     6500    3.2500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154745E+00    7.500000E-06    1.000000E+00
     6525    3.2625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154745E+00    7.500000E-06    1.000000E+00
     6550    3.2750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154745E+00    7.500000E-06    1.000000E+00
     6575    3.2875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154745E+00    7.500000E-06    1.000000E+00
     6600    3.3000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154745E+00    7.500000E-06    1.000000E+00
     6625    3.3125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6650    3.3250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6675    3.3375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6700    3.3500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6725    3.3625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6750    3.3750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6775    3.3875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154746E+00    7.500000E-06    1.000000E+00
     6800    3.4000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6825    3.4125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6850    3.4250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6875    3.4375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6900    3.4500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6925    3.4625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6950    3.4750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     6975    3.4875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     7000    3.5000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     7025    3.5125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154747E+00    7.500000E-06    1.000000E+00
     7050    3.5250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7075    3.5375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7100    3.5500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7125    3.5625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7150    3.5750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7175    3.5875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7200    3.6000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7225    3.6125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7250    3.6250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7275    3.6375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7300    3.6500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7325    3.6625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7350    3.6750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7375    3.6875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7400    3.7000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7425    3.7125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7450    3.7250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7475    3.7375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7500    3.7500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7525    3.7625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154748E+00    7.500000E-06    1.000000E+00
     7550    3.7750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7575    3.7875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7600    3.8000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7625    3.8125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7650    3.8250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7675    3.8375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7700    3.8500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7725    3.8625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7750    3.8750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7775    3.8875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7800    3.9000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7825    3.9125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7850    3.9250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7875    3.9375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7900    3.9500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7925    3.9625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7950    3.9750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     7975    3.9875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8000    4.0000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8025    4.0125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8050    4.0250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8075    4.0375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8100    4.0500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8125    4.0625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8150    4.0750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8175    4.0875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8200    4.1000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8225    4.1125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8250    4.1250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8275    4.1375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8300    4.1500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8325    4.1625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8350    4.1750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8375    4.1875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8400    4.2000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8425    4.2125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8450    4.2250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8475    4.2375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8500    4.2500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8525    4.2625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8550    4.2750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8575    4.2875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8600    4.3000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8625    4.3125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8650    4.3250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8675    4.3375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8700    4.3500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8725    4.3625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8750    4.3750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8775    4.3875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8800    4.4000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8825    4.4125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8850    4.4250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8875    4.4375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8900    4.4500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8925    4.4625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8950    4.4750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     8975    4.4875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9000    4.5000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9025    4.5125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9050    4.5250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
