iteration          time             xO2              xO          xE(s1)          xO(s1)
     3170    3.1700E-05    1.082445E+00    1.202717E-01    2.611482E-07    7.238852E-06
     3180    3.1800E-05    1.082445E+00    1.202717E-01    2.611470E-07    7.238853E-06
     3190    3.1900E-05    1.082445E+00    1.202717E-01    2.611458E-07    7.238854E-06
     3200    3.2000E-05    1.082445E+00    1.202717E-01    2.611447E-07    7.238855E-06
     3210    3.2100E-05    1.082445E+00    1.202717E-01    2.611437E-07    7.238856E-06
     3220    3.2200E-05    1.082445E+00    1.202717E-01    2.611426E-07    7.238857E-06
     3230    3.2300E-05    1.082445E+00    1.202717E-01    2.611416E-07    7.238858E-06
     3240    3.2400E-05    1.082445E+00    1.202717E-01    2.611407E-07    7.238859E-06
     3250    3.2500E-05    1.082445E+00    1.202717E-01    2.611398E-07    7.238860E-06
     3260    3.2600E-05    1.082445E+00    1.202717E-01    2.611389E-07    7.238861E-06
     3270    3.2700E-05    1.082445E+00    1.202717E-01    2.611380E-07    7.238862E-06
     3280    3.2800E-05    1.082445E+00    1.202717E-01    2.611372E-07    7.238863E-06
     3290    3.2900E-05    1.082445E+00    1.202717E-01    2.611364E-07    7.238864E-06
     3300    3.3000E-05    1.082445E+00    1.202717E-01    2.611356E-07    7.238864E-06
     3310    3.3100E-05    1.082445E+00    1.202717E-01    2.611349E-07    7.238865E-06
     3320    3.3200E-05    1.082445E+00    1.202717E-01    2.611342E-07    7.238866E-06
     3330    3.3300E-05    1.082445E+00    1.202717E-01    2.611335E-07    7.238867E-06
     3340    3.3400E-05    1.082445E+00    1.202717E-01    2.611328E-07    7.238867E-06
     3350    3.3500E-05    1.082445E+00    1.202717E-01    2.611322E-07    7.238868E-06
     3360    3.3600E-05    1.082445E+00    1.202717E-01    2.611315E-07    7.238868E-06
     3370    3.3700E-05    1.082445E+00    1.202717E-01    2.611310E-07    7.238869E-06
     3380    3.3800E-05    1.082445E+00    1.202717E-01    2.611304E-07    7.238870E-06
     3390    3.3900E-05    1.082445E+00    1.202717E-01    2.611298E-07    7.238870E-06
     3400    3.4000E-05    1.082445E+00    1.202717E-01    2.611293E-07    7.238871E-06
     3410    3.4100E-05    1.082445E+00    1.202717E-01    2.611288E-07    7.238871E-06
     3420    3.4200E-05    1.082445E+00    1.202717E-01    2.611283E-07    7.238872E-06
     3430    3.4300E-05    1.082445E+00    1.202717E-01    2.611278E-07    7.238872E-06
     3440    3.4400E-05    1.082445E+00    1.202717E-01    2.611274E-07    7.238873E-06
     3450    3.4500E-05    1.082445E+00    1.202717E-01    2.611269E-07    7.238873E-06
     3460    3.4600E-05    1.082445E+00    1.202717E-01    2.611265E-07    7.238874E-06
     3470    3.4700E-05    1.082445E+00    1.202717E-01    2.611261E-07    7.238874E-06
     3480    3.4800E-05    1.082445E+00    1.202717E-01    2.611257E-07    7.238874E-06
     3490    3.4900E-05    1.082445E+00    1.202717E-01    2.611253E-07    7.238875E-06
     3500    3.5000E-05    1.082445E+00    1.202717E-01    2.611249E-07    7.238875E-06
     3510    3.5100E-05    1.082445E+00    1.202717E-01    2.611246E-07    7.238875E-06
     3520    3.5200E-05    1.082445E+00    1.202717E-01    2.611242E-07    7.238876E-06
     3530    3.5300E-05    1.082445E+00    1.202717E-01    2.611239E-07    7.238876E-06
     3540    3.5400E-05    1.082445E+00    1.202717E-01    2.611236E-07    7.238876E-06
     3550    3.5500E-05    1.082445E+00    1.202717E-01    2.611233E-07    7.238877E-06
     3560    3.5600E-05    1.082445E+00    1.202717E-01    2.611230E-07    7.238877E-06
     3570    3.5700E-05    1.082445E+00    1.202717E-01    2.611227E-07    7.238877E-06
     3580    3.5800E-05    1.082445E+00    1.202717E-01    2.611224E-07    7.238878E-06
     3590    3.5900E-05    1.082445E+00    1.202717E-01    2.611222E-07    7.238878E-06
     3600    3.6000E-05    1.082445E+00    1.202717E-01    2.611219E-07    7.238878E-06
     3610    3.6100E-05    1.082445E+00    1.202717E-01    2.611217E-07    7.238878E-06
     3620    3.6200E-05    1.082445E+00    1.202717E-01    2.611214E-07    7.238879E-06
     3630    3.6300E-05    1.082445E+00    1.202717E-01    2.611212E-07    7.238879E-06
     3640    3.6400E-05    1.082445E+00    1.202717E-01    2.611210E-07    7.238879E-06
     3650    3.6500E-05    1.082445E+00    1.202717E-01    2.611208E-07    7.238879E-06
     3660    3.6600E-05    1.082445E+00    1.202717E-01    2.611206E-07    7.238879E-06
     3670    3.6700E-05    1.082445E+00    1.202717E-01    2.611204E-07    7.238880E-06
     3680    3.6800E-05    1.082445E+00    1.202717E-01    2.611202E-07    7.238880E-06
     3690    3.6900E-05    1.082445E+00    1.202717E-01    2.611200E-07    7.238880E-06
     3700    3.7000E-05    1.082445E+00    1.202717E-01    2.611198E-07    7.238880E-06
     3710    3.7100E-05    1.082445E+00    1.202717E-01    2.611197E-07    7.238880E-06
     3720    3.7200E-05    1.082445E+00    1.202717E-01    2.611195E-07    7.238880E-06
     3730    3.7300E-05    1.082445E+00    1.202717E-01    2.611193E-07    7.238881E-06
     3740    3.7400E-05    1.082445E+00    1.202717E-01    2.611192E-07    7.238881E-06
     3750    3.7500E-05    1.082445E+00    1.202717E-01    2.611190E-07    7.238881E-06
     3760    3.7600E-05    1.082445E+00    1.202717E-01    2.611189E-07    7.238881E-06
     3770    3.7700E-05    1.082445E+00    1.202717E-01    2.611188E-07    7.238881E-06
     3780    3.7800E-05    1.082445E+00    1.202717E-01    2.611186E-07    7.238881E-06
     3790    3.7900E-05    1.082445E+00    1.202717E-01    2.611185E-07    7.238881E-06
     3800    3.8000E-05    1.082445E+00    1.202717E-01    2.611184E-07    7.238882E-06
     3810    3.8100E-05    1.082445E+00    1.202717E-01    2.611183E-07    7.238882E-06
     3820    3.8200E-05    1.082445E+00    1.202717E-01    2.611182E-07    7.238882E-06
     3830    3.8300E-05    1.082445E+00    1.202717E-01    2.611181E-07    7.238882E-06
     3840    3.8400E-05    1.082445E+00    1.202717E-01    2.611179E-07    7.238882E-06
     3850    3.8500E-05    1.082445E+00    1.202717E-01    2.611178E-07    7.238882E-06
     3860    3.8600E-05    1.082445E+00    1.202717E-01    2.611178E-07    7.238882E-06
     3870    3.8700E-05    1.082445E+00    1.202717E-01    2.611177E-07    7.238882E-06
     3880    3.8800E-05    1.082445E+00    1.202717E-01    2.611176E-07    7.238882E-06
     3890    3.8900E-05    1.082445E+00    1.202717E-01    2.611175E-07    7.238883E-06
     3900    3.9000E-05    1.082445E+00    1.202717E-01    2.611174E-07    7.238883E-06
     3910    3.9100E-05    1.082445E+00    1.202717E-01    2.611173E-07    7.238883E-06
     3920    3.9200E-05    1.082445E+00    1.202717E-01    2.611172E-07    7.238883E-06
     3930    3.9300E-05    1.082445E+00    1.202717E-01    2.611172E-07    7.238883E-06
     3940    3.9400E-05    1.082445E+00    1.202717E-01    2.611171E-07    7.238883E-06
     3950    3.9500E-05    1.082445E+00    1.202717E-01    2.611170E-07    7.238883E-06
     3960    3.9600E-05    1.082445E+00    1.202717E-01    2.611170E-07    7.238883E-06
     3970    3.9700E-05    1.082445E+00    1.202717E-01    2.611169E-07    7.238883E-06
     3980    3.9800E-05    1.082445E+00    1.202717E-01    2.611168E-07    7.238883E-06
     3990    3.9900E-05    1.082445E+00    1.202717E-01    2.611168E-07    7.238883E-06
     4000    4.0000E-05    1.082445E+00    1.202717E-01    2.611167E-07    7.238883E-06
     4010    4.0100E-05    1.082445E+00    1.202717E-01    2.611167E-07    7.238883E-06
     4020    4.0200E-05    1.082445E+00    1.202717E-01    2.611166E-07    7.238883E-06
     4030    4.0300E-05    1.082445E+00    1.202717E-01    2.611165E-07    7.238883E-06
     4040    4.0400E-05    1.082445E+00    1.202717E-01    2.611165E-07    7.238884E-06
     4050    4.0500E-05    1.082445E+00    1.202717E-01    2.611164E-07    7.238884E-06
     4060    4.0600E-05    1.082445E+00    1.202717E-01    2.611164E-07    7.238884E-06
     4070    4.0700E-05    1.082445E+00    1.202717E-01    2.611164E-07    7.238884E-06
     4080    4.0800E-05    1.082445E+00    1.202717E-01    2.611163E-07    7.238884E-06
     4090    4.0900E-05    1.082445E+00    1.202717E-01    2.611163E-07    7.238884E-06
     4100    4.1000E-05    1.082445E+00    1.202717E-01    2.611162E-07    7.238884E-06
     4110    4.1100E-05    1.082445E+00    1.202717E-01    2.611162E-07    7.238884E-06
     4120    4.1200E-05    1.082445E+00    1.202717E-01    2.611162E-07    7.238884E-06
     4130    4.1300E-05    1.082445E+00    1.202717E-01    2.611161E-07    7.238884E-06
     4140    4.1400E-05    1.082445E+00    1.202717E-01    2.611161E-07    7.238884E-06
     4150    4.1500E-05    1.082445E+00    1.202717E-01    2.611160E-07    7.238884E-06
     4160    4.1600E-05    1.082445E+00    1.202717E-01    2.611160E-07    7.238884E-06
     4170    4.1700E-05    1.082445E+00    1.202717E-01    2.611160E-07    7.238884E-06
     4180    4.1800E-05    1.082445E+00    1.202717E-01    2.611160E-07    7.238884E-06
     4190    4.1900E-05    1.082445E+00    1.202717E-01    2.611159E-07    7.238884E-06
     4200    4.2000E-05    1.082445E+00    1.202717E-01    2.611159E-07    7.238884E-06
     4210    4.2100E-05    1.082445E+00    1.202717E-01    2.611159E-07    7.238884E-06
     4220    4.2200E-05    1.082445E+00    1.202717E-01    2.611158E-07    7.238884E-06
     4230    4.2300E-05    1.082445E+00    1.202717E-01    2.611158E-07    7.238884E-06
     4240    4.2400E-05    1.082445E+00    1.202717E-01    2.611158E-07    7.238884E-06
     4250    4.2500E-05    1.082445E+00    1.202717E-01    2.611158E-07    7.238884E-06
     4260    4.2600E-05    1.082445E+00    1.202717E-01    2.611158E-07    7.238884E-06
     4270    4.2700E-05    1.082445E+00    1.202717E-01    2.611157E-07    7.238884E-06
     4280    4.2800E-05    1.082445E+00    1.202717E-01    2.611157E-07    7.238884E-06
     4290    4.2900E-05    1.082445E+00    1.202717E-01    2.611157E-07    7.238884E-06
     4300    4.3000E-05    1.082445E+00    1.202717E-01    2.611157E-07    7.238884E-06
     4310    4.3100E-05    1.082445E+00    1.202717E-01    2.611157E-07    7.238884E-06
     4320    4.3200E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4330    4.3300E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4340    4.3400E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4350    4.3500E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4360    4.3600E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4370    4.3700E-05    1.082445E+00    1.202717E-01    2.611156E-07    7.238884E-06
     4380    4.3800E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238884E-06
     4390    4.3900E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238884E-06
     4400    4.4000E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238884E-06
     4410    4.4100E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238884E-06
     4420    4.4200E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238885E-06
     4430    4.4300E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238885E-06
     4440    4.4400E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238885E-06
     4450    4.4500E-05    1.082445E+00    1.202717E-01    2.611155E-07    7.238885E-06
     4460    4.4600E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4470    4.4700E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4480    4.4800E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4490    4.4900E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4500    4.5000E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4510    4.5100E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4520    4.5200E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4530    4.5300E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4540    4.5400E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4550    4.5500E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4560    4.5600E-05    1.082445E+00    1.202717E-01    2.611154E-07    7.238885E-06
     4570    4.5700E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4580    4.5800E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4590    4.5900E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4600    4.6000E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4610    4.6100E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4620    4.6200E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4630    4.6300E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4640    4.6400E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4650    4.6500E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4660    4.6600E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4670    4.6700E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4680    4.6800E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4690    4.6900E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4700    4.7000E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4710    4.7100E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4720    4.7200E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4730    4.7300E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4740    4.7400E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4750    4.7500E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4760    4.7600E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4770    4.7700E-05    1.082445E+00    1.202717E-01    2.611153E-07    7.238885E-06
     4780    4.7800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4790    4.7900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4800    4.8000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4810    4.8100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4820    4.8200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4830    4.8300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4840    4.8400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4850    4.8500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4860    4.8600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4870    4.8700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4880    4.8800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4890    4.8900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4900    4.9000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4910    4.9100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4920    4.9200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4930    4.9300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4940    4.9400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4950    4.9500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4960    4.9600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4970    4.9700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4980    4.9800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     4990    4.9900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5000    5.0000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5010    5.0100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5020    5.0200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5030    5.0300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5040    5.0400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5050    5.0500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5060    5.0600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5070    5.0700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5080    5.0800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5090    5.0900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5100    5.1000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5110    5.1100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5120    5.1200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5130    5.1300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5140    5.1400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5150    5.1500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5160    5.1600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5170    5.1700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5180    5.1800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5190    5.1900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5200    5.2000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5210    5.2100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5220    5.2200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5230    5.2300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5240    5.2400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5250    5.2500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5260    5.2600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5270    5.2700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5280    5.2800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5290    5.2900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5300    5.3000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5310    5.3100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5320    5.3200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5330    5.3300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5340    5.3400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5350    5.3500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5360    5.3600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5370    5.3700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5380    5.3800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5390    5.3900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5400    5.4000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5410    5.4100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5420    5.4200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5430    5.4300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5440    5.4400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5450    5.4500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5460    5.4600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5470    5.4700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5480    5.4800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5490    5.4900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5500    5.5000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5510    5.5100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5520    5.5200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5530    5.5300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5540    5.5400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5550    5.5500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5560    5.5600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5570    5.5700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5580    5.5800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5590    5.5900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5600    5.6000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5610    5.6100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5620    5.6200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5630    5.6300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5640    5.6400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5650    5.6500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5660    5.6600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5670    5.6700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5680    5.6800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5690    5.6900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5700    5.7000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5710    5.7100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5720    5.7200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5730    5.7300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5740    5.7400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5750    5.7500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5760    5.7600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5770    5.7700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5780    5.7800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5790    5.7900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5800    5.8000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5810    5.8100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5820    5.8200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5830    5.8300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5840    5.8400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5850    5.8500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5860    5.8600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5870    5.8700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5880    5.8800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5890    5.8900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5900    5.9000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5910    5.9100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5920    5.9200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5930    5.9300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5940    5.9400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5950    5.9500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5960    5.9600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5970    5.9700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5980    5.9800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     5990    5.9900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6000    6.0000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6010    6.0100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6020    6.0200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6030    6.0300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6040    6.0400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6050    6.0500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6060    6.0600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6070    6.0700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6080    6.0800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6090    6.0900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6100    6.1000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6110    6.1100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6120    6.1200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6130    6.1300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6140    6.1400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6150    6.1500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6160    6.1600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6170    6.1700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6180    6.1800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6190    6.1900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6200    6.2000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6210    6.2100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6220    6.2200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6230    6.2300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6240    6.2400E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6250    6.2500E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6260    6.2600E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6270    6.2700E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6280    6.2800E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6290    6.2900E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6300    6.3000E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6310    6.3100E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6320    6.3200E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
     6330    6.3300E-05    1.082445E+00    1.202717E-01    2.611152E-07    7.238885E-06
