iteration          time             xN2             xO2             xNO              xN              xO          xE(s1)          xN(s1)          xO(s1)
      335    6.7000E-06    9.501462E-01    2.525692E-01    1.213257E-15    1.207466E-15    1.017710E-08    4.993470E-06    1.005859E-15    2.506530E-06
      336    6.7200E-06    9.501462E-01    2.525692E-01    1.213312E-15    1.207480E-15    1.022140E-08    4.988593E-06    1.005831E-15    2.511407E-06
      337    6.7400E-06    9.501462E-01    2.525692E-01    1.213368E-15    1.207494E-15    1.026577E-08    4.983726E-06    1.005804E-15    2.516274E-06
      338    6.7600E-06    9.501462E-01    2.525692E-01    1.213423E-15    1.207508E-15    1.031020E-08    4.978870E-06    1.005776E-15    2.521130E-06
      339    6.7800E-06    9.501462E-01    2.525692E-01    1.213479E-15    1.207523E-15    1.035469E-08    4.974025E-06    1.005748E-15    2.525975E-06
      340    6.8000E-06    9.501462E-01    2.525692E-01    1.213535E-15    1.207537E-15    1.039925E-08    4.969189E-06    1.005720E-15    2.530811E-06
      341    6.8200E-06    9.501462E-01    2.525692E-01    1.213590E-15    1.207551E-15    1.044386E-08    4.964364E-06    1.005692E-15    2.535636E-06
      342    6.8400E-06    9.501462E-01    2.525692E-01    1.213646E-15    1.207565E-15    1.048854E-08    4.959550E-06    1.005663E-15    2.540450E-06
      343    6.8600E-06    9.501462E-01    2.525692E-01    1.213702E-15    1.207580E-15    1.053328E-08    4.954745E-06    1.005634E-15    2.545255E-06
      344    6.8800E-06    9.501462E-01    2.525692E-01    1.213758E-15    1.207594E-15    1.057808E-08    4.949951E-06    1.005605E-15    2.550049E-06
      345    6.9000E-06    9.501462E-01    2.525692E-01    1.213815E-15    1.207608E-15    1.062294E-08    4.945167E-06    1.005576E-15    2.554833E-06
      346    6.9200E-06    9.501462E-01    2.525692E-01    1.213871E-15    1.207622E-15    1.066787E-08    4.940393E-06    1.005547E-15    2.559607E-06
      347    6.9400E-06    9.501462E-01    2.525692E-01    1.213927E-15    1.207637E-15    1.071285E-08    4.935629E-06    1.005518E-15    2.564371E-06
      348    6.9600E-06    9.501462E-01    2.525692E-01    1.213984E-15    1.207651E-15    1.075790E-08    4.930875E-06    1.005488E-15    2.569125E-06
      349    6.9800E-06    9.501462E-01    2.525692E-01    1.214041E-15    1.207665E-15    1.080301E-08    4.926132E-06    1.005458E-15    2.573868E-06
      350    7.0000E-06    9.501462E-01    2.525692E-01    1.214097E-15    1.207679E-15    1.084818E-08    4.921398E-06    1.005429E-15    2.578602E-06
      351    7.0200E-06    9.501462E-01    2.525692E-01    1.214154E-15    1.207694E-15    1.089341E-08    4.916674E-06    1.005398E-15    2.583326E-06
      352    7.0400E-06    9.501462E-01    2.525692E-01    1.214211E-15    1.207708E-15    1.093870E-08    4.911961E-06    1.005368E-15    2.588039E-06
      353    7.0600E-06    9.501462E-01    2.525692E-01    1.214268E-15    1.207722E-15    1.098405E-08    4.907257E-06    1.005338E-15    2.592743E-06
      354    7.0800E-06    9.501462E-01    2.525692E-01    1.214325E-15    1.207736E-15    1.102946E-08    4.902563E-06    1.005307E-15    2.597437E-06
      355    7.1000E-06    9.501462E-01    2.525692E-01    1.214382E-15    1.207751E-15    1.107493E-08    4.897879E-06    1.005276E-15    2.602121E-06
      356    7.1200E-06    9.501462E-01    2.525692E-01    1.214440E-15    1.207765E-15    1.112046E-08    4.893205E-06    1.005245E-15    2.606795E-06
      357    7.1400E-06    9.501462E-01    2.525692E-01    1.214497E-15    1.207779E-15    1.116605E-08    4.888541E-06    1.005214E-15    2.611459E-06
      358    7.1600E-06    9.501462E-01    2.525692E-01    1.214555E-15    1.207793E-15    1.121171E-08    4.883887E-06    1.005182E-15    2.616113E-06
      359    7.1800E-06    9.501462E-01    2.525692E-01    1.214612E-15    1.207808E-15    1.125742E-08    4.879242E-06    1.005151E-15    2.620758E-06
      360    7.2000E-06    9.501462E-01    2.525692E-01    1.214670E-15    1.207822E-15    1.130319E-08    4.874607E-06    1.005119E-15    2.625393E-06
      361    7.2200E-06    9.501462E-01    2.525692E-01    1.214728E-15    1.207836E-15    1.134902E-08    4.869982E-06    1.005087E-15    2.630018E-06
      362    7.2400E-06    9.501462E-01    2.525692E-01    1.214786E-15    1.207850E-15    1.139491E-08    4.865367E-06    1.005055E-15    2.634633E-06
      363    7.2600E-06    9.501462E-01    2.525692E-01    1.214844E-15    1.207865E-15    1.144086E-08    4.860761E-06    1.005023E-15    2.639239E-06
      364    7.2800E-06    9.501462E-01    2.525692E-01    1.214902E-15    1.207879E-15    1.148686E-08    4.856165E-06    1.004990E-15    2.643835E-06
      365    7.3000E-06    9.501462E-01    2.525692E-01    1.214960E-15    1.207893E-15    1.153293E-08    4.851578E-06    1.004958E-15    2.648422E-06
      366    7.3200E-06    9.501462E-01    2.525692E-01    1.215019E-15    1.207907E-15    1.157906E-08    4.847001E-06    1.004925E-15    2.652999E-06
      367    7.3400E-06    9.501462E-01    2.525692E-01    1.215077E-15    1.207922E-15    1.162524E-08    4.842434E-06    1.004892E-15    2.657566E-06
      368    7.3600E-06    9.501462E-01    2.525692E-01    1.215136E-15    1.207936E-15    1.167149E-08    4.837876E-06    1.004859E-15    2.662124E-06
      369    7.3800E-06    9.501462E-01    2.525692E-01    1.215194E-15    1.207950E-15    1.171779E-08    4.833328E-06    1.004826E-15    2.666672E-06
      370    7.4000E-06    9.501462E-01    2.525692E-01    1.215253E-15    1.207964E-15    1.176415E-08    4.828789E-06    1.004792E-15    2.671211E-06
      371    7.4200E-06    9.501462E-01    2.525692E-01    1.215312E-15    1.207979E-15    1.181057E-08    4.824259E-06    1.004758E-15    2.675741E-06
      372    7.4400E-06    9.501462E-01    2.525691E-01    1.215371E-15    1.207993E-15    1.185704E-08    4.819739E-06    1.004725E-15    2.680261E-06
      373    7.4600E-06    9.501462E-01    2.525691E-01    1.215430E-15    1.208007E-15    1.190358E-08    4.815228E-06    1.004691E-15    2.684772E-06
      374    7.4800E-06    9.501462E-01    2.525691E-01    1.215489E-15    1.208021E-15    1.195017E-08    4.810727E-06    1.004656E-15    2.689273E-06
      375    7.5000E-06    9.501462E-01    2.525691E-01    1.215548E-15    1.208036E-15    1.199682E-08    4.806235E-06    1.004622E-15    2.693765E-06
      376    7.5200E-06    9.501462E-01    2.525691E-01    1.215608E-15    1.208050E-15    1.204353E-08    4.801752E-06    1.004588E-15    2.698248E-06
      377    7.5400E-06    9.501462E-01    2.525691E-01    1.215667E-15    1.208064E-15    1.209029E-08    4.797279E-06    1.004553E-15    2.702721E-06
      378    7.5600E-06    9.501462E-01    2.525691E-01    1.215727E-15    1.208078E-15    1.213712E-08    4.792815E-06    1.004518E-15    2.707185E-06
      379    7.5800E-06    9.501462E-01    2.525691E-01    1.215786E-15    1.208093E-15    1.218400E-08    4.788360E-06    1.004483E-15    2.711640E-06
      380    7.6000E-06    9.501462E-01    2.525691E-01    1.215846E-15    1.208107E-15    1.223093E-08    4.783914E-06    1.004448E-15    2.716086E-06
      381    7.6200E-06    9.501462E-01    2.525691E-01    1.215906E-15    1.208121E-15    1.227793E-08    4.779478E-06    1.004413E-15    2.720522E-06
      382    7.6400E-06    9.501462E-01    2.525691E-01    1.215966E-15    1.208135E-15    1.232498E-08    4.775050E-06    1.004377E-15    2.724950E-06
      383    7.6600E-06    9.501462E-01    2.525691E-01    1.216026E-15    1.208150E-15    1.237209E-08    4.770632E-06    1.004341E-15    2.729368E-06
      384    7.6800E-06    9.501462E-01    2.525691E-01    1.216086E-15    1.208164E-15    1.241925E-08    4.766223E-06    1.004306E-15    2.733777E-06
      385    7.7000E-06    9.501462E-01    2.525691E-01    1.216146E-15    1.208178E-15    1.246648E-08    4.761823E-06    1.004270E-15    2.738177E-06
      386    7.7200E-06    9.501462E-01    2.525691E-01    1.216206E-15    1.208192E-15    1.251375E-08    4.757432E-06    1.004233E-15    2.742568E-06
      387    7.7400E-06    9.501462E-01    2.525691E-01    1.216267E-15    1.208207E-15    1.256109E-08    4.753050E-06    1.004197E-15    2.746950E-06
      388    7.7600E-06    9.501462E-01    2.525691E-01    1.216327E-15    1.208221E-15    1.260848E-08    4.748677E-06    1.004161E-15    2.751323E-06
      389    7.7800E-06    9.501462E-01    2.525691E-01    1.216388E-15    1.208235E-15    1.265593E-08    4.744313E-06    1.004124E-15    2.755687E-06
      390    7.8000E-06    9.501462E-01    2.525691E-01    1.216448E-15    1.208249E-15    1.270343E-08    4.739958E-06    1.004087E-15    2.760042E-06
      391    7.8200E-06    9.501462E-01    2.525691E-01    1.216509E-15    1.208264E-15    1.275099E-08    4.735612E-06    1.004050E-15    2.764388E-06
      392    7.8400E-06    9.501462E-01    2.525691E-01    1.216570E-15    1.208278E-15    1.279860E-08    4.731274E-06    1.004013E-15    2.768726E-06
      393    7.8600E-06    9.501462E-01    2.525691E-01    1.216631E-15    1.208292E-15    1.284627E-08    4.726946E-06    1.003976E-15    2.773054E-06
      394    7.8800E-06    9.501462E-01    2.525691E-01    1.216692E-15    1.208306E-15    1.289400E-08    4.722626E-06    1.003938E-15    2.777374E-06
      395    7.9000E-06    9.501462E-01    2.525691E-01    1.216753E-15    1.208321E-15    1.294178E-08    4.718316E-06    1.003900E-15    2.781684E-06
      396    7.9200E-06    9.501462E-01    2.525691E-01    1.216814E-15    1.208335E-15    1.298962E-08    4.714014E-06    1.003863E-15    2.785986E-06
      397    7.9400E-06    9.501462E-01    2.525691E-01    1.216876E-15    1.208349E-15    1.303751E-08    4.709721E-06    1.003825E-15    2.790279E-06
      398    7.9600E-06    9.501462E-01    2.525691E-01    1.216937E-15    1.208363E-15    1.308546E-08    4.705436E-06    1.003787E-15    2.794564E-06
      399    7.9800E-06    9.501462E-01    2.525691E-01    1.216998E-15    1.208378E-15    1.313346E-08    4.701160E-06    1.003748E-15    2.798840E-06
      400    8.0000E-06    9.501462E-01    2.525691E-01    1.217060E-15    1.208392E-15    1.318151E-08    4.696893E-06    1.003710E-15    2.803107E-06
      401    8.0200E-06    9.501462E-01    2.525691E-01    1.217122E-15    1.208406E-15    1.322963E-08    4.692635E-06    1.003671E-15    2.807365E-06
      402    8.0400E-06    9.501462E-01    2.525691E-01    1.217183E-15    1.208420E-15    1.327779E-08    4.688385E-06    1.003632E-15    2.811615E-06
      403    8.0600E-06    9.501462E-01    2.525691E-01    1.217245E-15    1.208435E-15    1.332601E-08    4.684144E-06    1.003594E-15    2.815856E-06
      404    8.0800E-06    9.501462E-01    2.525691E-01    1.217307E-15    1.208449E-15    1.337429E-08    4.679912E-06    1.003554E-15    2.820088E-06
      405    8.1000E-06    9.501462E-01    2.525691E-01    1.217369E-15    1.208463E-15    1.342262E-08    4.675688E-06    1.003515E-15    2.824312E-06
      406    8.1200E-06    9.501462E-01    2.525691E-01    1.217431E-15    1.208477E-15    1.347100E-08    4.671473E-06    1.003476E-15    2.828527E-06
      407    8.1400E-06    9.501462E-01    2.525691E-01    1.217494E-15    1.208492E-15    1.351944E-08    4.667266E-06    1.003436E-15    2.832734E-06
      408    8.1600E-06    9.501462E-01    2.525691E-01    1.217556E-15    1.208506E-15    1.356793E-08    4.663068E-06    1.003397E-15    2.836932E-06
      409    8.1800E-06    9.501462E-01    2.525691E-01    1.217618E-15    1.208520E-15    1.361648E-08    4.658878E-06    1.003357E-15    2.841122E-06
      410    8.2000E-06    9.501462E-01    2.525691E-01    1.217681E-15    1.208534E-15    1.366508E-08    4.654696E-06    1.003317E-15    2.845304E-06
      411    8.2200E-06    9.501462E-01    2.525691E-01    1.217743E-15    1.208549E-15    1.371373E-08    4.650523E-06    1.003277E-15    2.849477E-06
      412    8.2400E-06    9.501462E-01    2.525691E-01    1.217806E-15    1.208563E-15    1.376244E-08    4.646359E-06    1.003236E-15    2.853641E-06
      413    8.2600E-06    9.501462E-01    2.525691E-01    1.217869E-15    1.208577E-15    1.381120E-08    4.642203E-06    1.003196E-15    2.857797E-06
      414    8.2800E-06    9.501462E-01    2.525691E-01    1.217932E-15    1.208591E-15    1.386001E-08    4.638055E-06    1.003155E-15    2.861945E-06
      415    8.3000E-06    9.501462E-01    2.525691E-01    1.217995E-15    1.208605E-15    1.390888E-08    4.633916E-06    1.003114E-15    2.866084E-06
      416    8.3200E-06    9.501462E-01    2.525691E-01    1.218058E-15    1.208620E-15    1.395780E-08    4.629785E-06    1.003073E-15    2.870215E-06
      417    8.3400E-06    9.501462E-01    2.525691E-01    1.218121E-15    1.208634E-15    1.400677E-08    4.625662E-06    1.003032E-15    2.874338E-06
      418    8.3600E-06    9.501462E-01    2.525690E-01    1.218184E-15    1.208648E-15    1.405580E-08    4.621547E-06    1.002991E-15    2.878453E-06
      419    8.3800E-06    9.501462E-01    2.525690E-01    1.218247E-15    1.208662E-15    1.410488E-08    4.617441E-06    1.002950E-15    2.882559E-06
      420    8.4000E-06    9.501462E-01    2.525690E-01    1.218311E-15    1.208677E-15    1.415401E-08    4.613343E-06    1.002908E-15    2.886657E-06
      421    8.4200E-06    9.501462E-01    2.525690E-01    1.218374E-15    1.208691E-15    1.420320E-08    4.609253E-06    1.002867E-15    2.890747E-06
      422    8.4400E-06    9.501462E-01    2.525690E-01    1.218438E-15    1.208705E-15    1.425243E-08    4.605172E-06    1.002825E-15    2.894828E-06
      423    8.4600E-06    9.501462E-01    2.525690E-01    1.218501E-15    1.208719E-15    1.430172E-08    4.601098E-06    1.002783E-15    2.898902E-06
      424    8.4800E-06    9.501462E-01    2.525690E-01    1.218565E-15    1.208734E-15    1.435106E-08    4.597033E-06    1.002741E-15    2.902967E-06
      425    8.5000E-06    9.501462E-01    2.525690E-01    1.218629E-15    1.208748E-15    1.440046E-08    4.592976E-06    1.002698E-15    2.907024E-06
      426    8.5200E-06    9.501462E-01    2.525690E-01    1.218693E-15    1.208762E-15    1.444990E-08    4.588926E-06    1.002656E-15    2.911074E-06
      427    8.5400E-06    9.501462E-01    2.525690E-01    1.218757E-15    1.208776E-15    1.449940E-08    4.584885E-06    1.002613E-15    2.915115E-06
      428    8.5600E-06    9.501462E-01    2.525690E-01    1.218821E-15    1.208791E-15    1.454895E-08    4.580852E-06    1.002571E-15    2.919148E-06
      429    8.5800E-06    9.501462E-01    2.525690E-01    1.218885E-15    1.208805E-15    1.459855E-08    4.576827E-06    1.002528E-15    2.923173E-06
      430    8.6000E-06    9.501462E-01    2.525690E-01    1.218949E-15    1.208819E-15    1.464820E-08    4.572810E-06    1.002485E-15    2.927190E-06
      431    8.6200E-06    9.501462E-01    2.525690E-01    1.219013E-15    1.208833E-15    1.469791E-08    4.568801E-06    1.002441E-15    2.931199E-06
      432    8.6400E-06    9.501462E-01    2.525690E-01    1.219078E-15    1.208847E-15    1.474767E-08    4.564800E-06    1.002398E-15    2.935200E-06
      433    8.6600E-06    9.501462E-01    2.525690E-01    1.219142E-15    1.208862E-15    1.479747E-08    4.560807E-06    1.002355E-15    2.939193E-06
      434    8.6800E-06    9.501462E-01    2.525690E-01    1.219207E-15    1.208876E-15    1.484733E-08    4.556822E-06    1.002311E-15    2.943178E-06
      435    8.7000E-06    9.501462E-01    2.525690E-01    1.219271E-15    1.208890E-15    1.489724E-08    4.552845E-06    1.002267E-15    2.947155E-06
      436    8.7200E-06    9.501462E-01    2.525690E-01    1.219336E-15    1.208904E-15    1.494720E-08    4.548876E-06    1.002223E-15    2.951124E-06
      437    8.7400E-06    9.501462E-01    2.525690E-01    1.219401E-15    1.208919E-15    1.499721E-08    4.544914E-06    1.002179E-15    2.955086E-06
      438    8.7600E-06    9.501462E-01    2.525690E-01    1.219466E-15    1.208933E-15    1.504728E-08    4.540960E-06    1.002135E-15    2.959040E-06
      439    8.7800E-06    9.501462E-01    2.525690E-01    1.219531E-15    1.208947E-15    1.509739E-08    4.537014E-06    1.002091E-15    2.962986E-06
      440    8.8000E-06    9.501462E-01    2.525690E-01    1.219596E-15    1.208961E-15    1.514756E-08    4.533076E-06    1.002046E-15    2.966924E-06
      441    8.8200E-06    9.501462E-01    2.525690E-01    1.219661E-15    1.208976E-15    1.519777E-08    4.529146E-06    1.002002E-15    2.970854E-06
      442    8.8400E-06    9.501462E-01    2.525690E-01    1.219726E-15    1.208990E-15    1.524804E-08    4.525224E-06    1.001957E-15    2.974776E-06
      443    8.8600E-06    9.501462E-01    2.525690E-01    1.219792E-15    1.209004E-15    1.529835E-08    4.521309E-06    1.001912E-15    2.978691E-06
      444    8.8800E-06    9.501462E-01    2.525690E-01    1.219857E-15    1.209018E-15    1.534872E-08    4.517402E-06    1.001867E-15    2.982598E-06
      445    8.9000E-06    9.501462E-01    2.525690E-01    1.219923E-15    1.209032E-15    1.539913E-08    4.513502E-06    1.001822E-15    2.986498E-06
      446    8.9200E-06    9.501462E-01    2.525690E-01    1.219988E-15    1.209047E-15    1.544960E-08    4.509610E-06    1.001776E-15    2.990390E-06
      447    8.9400E-06    9.501462E-01    2.525690E-01    1.220054E-15    1.209061E-15    1.550011E-08    4.505726E-06    1.001731E-15    2.994274E-06
      448    8.9600E-06    9.501462E-01    2.525690E-01    1.220120E-15    1.209075E-15    1.555068E-08    4.501850E-06    1.001685E-15    2.998150E-06
      449    8.9800E-06    9.501462E-01    2.525690E-01    1.220186E-15    1.209089E-15    1.560130E-08    4.497981E-06    1.001640E-15    3.002019E-06
      450    9.0000E-06    9.501462E-01    2.525690E-01    1.220251E-15    1.209104E-15    1.565196E-08    4.494120E-06    1.001594E-15    3.005880E-06
      451    9.0200E-06    9.501462E-01    2.525690E-01    1.220317E-15    1.209118E-15    1.570268E-08    4.490266E-06    1.001548E-15    3.009734E-06
      452    9.0400E-06    9.501462E-01    2.525690E-01    1.220383E-15    1.209132E-15    1.575344E-08    4.486420E-06    1.001501E-15    3.013580E-06
      453    9.0600E-06    9.501462E-01    2.525690E-01    1.220450E-15    1.209146E-15    1.580425E-08    4.482581E-06    1.001455E-15    3.017419E-06
      454    9.0800E-06    9.501462E-01    2.525690E-01    1.220516E-15    1.209160E-15    1.585512E-08    4.478750E-06    1.001409E-15    3.021250E-06
      455    9.1000E-06    9.501462E-01    2.525690E-01    1.220582E-15    1.209175E-15    1.590603E-08    4.474926E-06    1.001362E-15    3.025074E-06
      456    9.1200E-06    9.501462E-01    2.525690E-01    1.220649E-15    1.209189E-15    1.595699E-08    4.471110E-06    1.001315E-15    3.028890E-06
      457    9.1400E-06    9.501462E-01    2.525690E-01    1.220715E-15    1.209203E-15    1.600800E-08    4.467301E-06    1.001268E-15    3.032699E-06
      458    9.1600E-06    9.501462E-01    2.525690E-01    1.220782E-15    1.209217E-15    1.605906E-08    4.463500E-06    1.001221E-15    3.036500E-06
      459    9.1800E-06    9.501462E-01    2.525690E-01    1.220848E-15    1.209232E-15    1.611017E-08    4.459706E-06    1.001174E-15    3.040294E-06
      460    9.2000E-06    9.501462E-01    2.525690E-01    1.220915E-15    1.209246E-15    1.616133E-08    4.455919E-06    1.001127E-15    3.044081E-06
      461    9.2200E-06    9.501462E-01    2.525690E-01    1.220982E-15    1.209260E-15    1.621253E-08    4.452140E-06    1.001080E-15    3.047860E-06
      462    9.2400E-06    9.501462E-01    2.525690E-01    1.221049E-15    1.209274E-15    1.626379E-08    4.448368E-06    1.001032E-15    3.051632E-06
      463    9.2600E-06    9.501462E-01    2.525690E-01    1.221116E-15    1.209288E-15    1.631509E-08    4.444604E-06    1.000984E-15    3.055396E-06
      464    9.2800E-06    9.501462E-01    2.525690E-01    1.221183E-15    1.209303E-15    1.636644E-08    4.440847E-06    1.000937E-15    3.059153E-06
      465    9.3000E-06    9.501462E-01    2.525690E-01    1.221250E-15    1.209317E-15    1.641784E-08    4.437097E-06    1.000889E-15    3.062903E-06
      466    9.3200E-06    9.501462E-01    2.525690E-01    1.221317E-15    1.209331E-15    1.646928E-08    4.433354E-06    1.000840E-15    3.066646E-06
      467    9.3400E-06    9.501462E-01    2.525690E-01    1.221384E-15    1.209345E-15    1.652078E-08    4.429619E-06    1.000792E-15    3.070381E-06
      468    9.3600E-06    9.501462E-01    2.525690E-01    1.221452E-15    1.209359E-15    1.657232E-08    4.425891E-06    1.000744E-15    3.074109E-06
      469    9.3800E-06    9.501462E-01    2.525689E-01    1.221519E-15    1.209374E-15    1.662391E-08    4.422170E-06    1.000695E-15    3.077830E-06
      470    9.4000E-06    9.501462E-01    2.525689E-01    1.221586E-15    1.209388E-15    1.667555E-08    4.418456E-06    1.000647E-15    3.081544E-06
      471    9.4200E-06    9.501462E-01    2.525689E-01    1.221654E-15    1.209402E-15    1.672724E-08    4.414749E-06    1.000598E-15    3.085251E-06
      472    9.4400E-06    9.501462E-01    2.525689E-01    1.221722E-15    1.209416E-15    1.677897E-08    4.411050E-06    1.000549E-15    3.088950E-06
      473    9.4600E-06    9.501462E-01    2.525689E-01    1.221789E-15    1.209431E-15    1.683075E-08    4.407358E-06    1.000500E-15    3.092642E-06
      474    9.4800E-06    9.501462E-01    2.525689E-01    1.221857E-15    1.209445E-15    1.688258E-08    4.403673E-06    1.000451E-15    3.096327E-06
      475    9.5000E-06    9.501462E-01    2.525689E-01    1.221925E-15    1.209459E-15    1.693446E-08    4.399995E-06    1.000402E-15    3.100005E-06
      476    9.5200E-06    9.501462E-01    2.525689E-01    1.221993E-15    1.209473E-15    1.698638E-08    4.396324E-06    1.000352E-15    3.103676E-06
      477    9.5400E-06    9.501462E-01    2.525689E-01    1.222061E-15    1.209487E-15    1.703835E-08    4.392660E-06    1.000303E-15    3.107340E-06
      478    9.5600E-06    9.501462E-01    2.525689E-01    1.222129E-15    1.209502E-15    1.709037E-08    4.389003E-06    1.000253E-15    3.110997E-06
      479    9.5800E-06    9.501462E-01    2.525689E-01    1.222197E-15    1.209516E-15    1.714243E-08    4.385353E-06    1.000203E-15    3.114647E-06
      480    9.6000E-06    9.501462E-01    2.525689E-01    1.222266E-15    1.209530E-15    1.719455E-08    4.381710E-06    1.000153E-15    3.118290E-06
      481    9.6200E-06    9.501462E-01    2.525689E-01    1.222334E-15    1.209544E-15    1.724670E-08    4.378074E-06    1.000103E-15    3.121926E-06
      482    9.6400E-06    9.501462E-01    2.525689E-01    1.222403E-15    1.209558E-15    1.729891E-08    4.374446E-06    1.000053E-15    3.125554E-06
      483    9.6600E-06    9.501462E-01    2.525689E-01    1.222471E-15    1.209573E-15    1.735116E-08    4.370824E-06    1.000003E-15    3.129176E-06
      484    9.6800E-06    9.501462E-01    2.525689E-01    1.222540E-15    1.209587E-15    1.740346E-08    4.367209E-06    9.999521E-16    3.132791E-06
      485    9.7000E-06    9.501462E-01    2.525689E-01    1.222608E-15    1.209601E-15    1.745580E-08    4.363601E-06    9.999015E-16    3.136399E-06
      486    9.7200E-06    9.501462E-01    2.525689E-01    1.222677E-15    1.209615E-15    1.750819E-08    4.359999E-06    9.998508E-16    3.140001E-06
      487    9.7400E-06    9.501462E-01    2.525689E-01    1.222746E-15    1.209629E-15    1.756063E-08    4.356405E-06    9.998000E-16    3.143595E-06
      488    9.7600E-06    9.501462E-01    2.525689E-01    1.222815E-15    1.209644E-15    1.761311E-08    4.352818E-06    9.997490E-16    3.147182E-06
      489    9.7800E-06    9.501462E-01    2.525689E-01    1.222884E-15    1.209658E-15    1.766564E-08    4.349237E-06    9.996979E-16    3.150763E-06
      490    9.8000E-06    9.501462E-01    2.525689E-01    1.222953E-15    1.209672E-15    1.771822E-08    4.345663E-06    9.996467E-16    3.154337E-06
      491    9.8200E-06    9.501462E-01    2.525689E-01    1.223022E-15    1.209686E-15    1.777084E-08    4.342097E-06    9.995953E-16    3.157903E-06
      492    9.8400E-06    9.501462E-01    2.525689E-01    1.223091E-15    1.209700E-15    1.782350E-08    4.338536E-06    9.995438E-16    3.161464E-06
      493    9.8600E-06    9.501462E-01    2.525689E-01    1.223160E-15    1.209715E-15    1.787622E-08    4.334983E-06    9.994922E-16    3.165017E-06
      494    9.8800E-06    9.501462E-01    2.525689E-01    1.223230E-15    1.209729E-15    1.792897E-08    4.331436E-06    9.994405E-16    3.168564E-06
      495    9.9000E-06    9.501462E-01    2.525689E-01    1.223299E-15    1.209743E-15    1.798178E-08    4.327897E-06    9.993886E-16    3.172103E-06
      496    9.9200E-06    9.501462E-01    2.525689E-01    1.223368E-15    1.209757E-15    1.803463E-08    4.324363E-06    9.993367E-16    3.175637E-06
      497    9.9400E-06    9.501462E-01    2.525689E-01    1.223438E-15    1.209771E-15    1.808752E-08    4.320837E-06    9.992846E-16    3.179163E-06
      498    9.9600E-06    9.501462E-01    2.525689E-01    1.223508E-15    1.209786E-15    1.814046E-08    4.317317E-06    9.992323E-16    3.182683E-06
      499    9.9800E-06    9.501462E-01    2.525689E-01    1.223577E-15    1.209800E-15    1.819344E-08    4.313804E-06    9.991800E-16    3.186196E-06
      500    1.0000E-05    9.501462E-01    2.525689E-01    1.223647E-15    1.209814E-15    1.824647E-08    4.310298E-06    9.991275E-16    3.189702E-06
      501    1.0020E-05    9.501462E-01    2.525689E-01    1.223717E-15    1.209828E-15    1.829955E-08    4.306798E-06    9.990749E-16    3.193202E-06
      502    1.0040E-05    9.501462E-01    2.525689E-01    1.223787E-15    1.209842E-15    1.835267E-08    4.303305E-06    9.990222E-16    3.196695E-06
      503    1.0060E-05    9.501462E-01    2.525689E-01    1.223857E-15    1.209857E-15    1.840583E-08    4.299818E-06    9.989693E-16    3.200182E-06
      504    1.0080E-05    9.501462E-01    2.525689E-01    1.223927E-15    1.209871E-15    1.845904E-08    4.296338E-06    9.989163E-16    3.203662E-06
      505    1.0100E-05    9.501462E-01    2.525689E-01    1.223997E-15    1.209885E-15    1.851230E-08    4.292865E-06    9.988632E-16    3.207135E-06
      506    1.0120E-05    9.501462E-01    2.525689E-01    1.224067E-15    1.209899E-15    1.856560E-08    4.289398E-06    9.988100E-16    3.210602E-06
      507    1.0140E-05    9.501462E-01    2.525689E-01    1.224138E-15    1.209913E-15    1.861894E-08    4.285938E-06    9.987567E-16    3.214062E-06
      508    1.0160E-05    9.501462E-01    2.525689E-01    1.224208E-15    1.209928E-15    1.867233E-08    4.282484E-06    9.987032E-16    3.217516E-06
      509    1.0180E-05    9.501462E-01    2.525689E-01    1.224278E-15    1.209942E-15    1.872576E-08    4.279037E-06    9.986497E-16    3.220963E-06
      510    1.0200E-05    9.501462E-01    2.525689E-01    1.224349E-15    1.209956E-15    1.877924E-08    4.275596E-06    9.985960E-16    3.224404E-06
      511    1.0220E-05    9.501462E-01    2.525689E-01    1.224419E-15    1.209970E-15    1.883276E-08    4.272162E-06    9.985421E-16    3.227838E-06
      512    1.0240E-05    9.501462E-01    2.525689E-01    1.224490E-15    1.209984E-15    1.888632E-08    4.268734E-06    9.984882E-16    3.231266E-06
      513    1.0260E-05    9.501462E-01    2.525689E-01    1.224561E-15    1.209999E-15    1.893993E-08    4.265312E-06    9.984341E-16    3.234688E-06
      514    1.0280E-05    9.501462E-01    2.525689E-01    1.224631E-15    1.210013E-15    1.899358E-08    4.261897E-06    9.983799E-16    3.238103E-06
      515    1.0300E-05    9.501462E-01    2.525689E-01    1.224702E-15    1.210027E-15    1.904728E-08    4.258489E-06    9.983256E-16    3.241511E-06
      516    1.0320E-05    9.501462E-01    2.525689E-01    1.224773E-15    1.210041E-15    1.910102E-08    4.255086E-06    9.982712E-16    3.244914E-06
      517    1.0340E-05    9.501462E-01    2.525689E-01    1.224844E-15    1.210055E-15    1.915480E-08    4.251691E-06    9.982167E-16    3.248309E-06
      518    1.0360E-05    9.501462E-01    2.525689E-01    1.224915E-15    1.210070E-15    1.920863E-08    4.248301E-06    9.981620E-16    3.251699E-06
      519    1.0380E-05    9.501462E-01    2.525689E-01    1.224986E-15    1.210084E-15    1.926250E-08    4.244918E-06    9.981073E-16    3.255082E-06
      520    1.0400E-05    9.501462E-01    2.525689E-01    1.225058E-15    1.210098E-15    1.931641E-08    4.241541E-06    9.980524E-16    3.258459E-06
