iteration          time             xN2             xO2             xNO              xN              xO          xE(s1)          xN(s1)          xO(s1)
      608    1.2160E-05    9.501462E-01    2.525687E-01    1.231633E-15    1.211351E-15    2.425984E-08    3.967938E-06    9.927292E-16    3.532062E-06
      609    1.2180E-05    9.501462E-01    2.525687E-01    1.231710E-15    1.211365E-15    2.431733E-08    3.965068E-06    9.926649E-16    3.534932E-06
      610    1.2200E-05    9.501462E-01    2.525687E-01    1.231787E-15    1.211379E-15    2.437485E-08    3.962202E-06    9.926004E-16    3.537798E-06
      611    1.2220E-05    9.501462E-01    2.525687E-01    1.231864E-15    1.211393E-15    2.443242E-08    3.959342E-06    9.925359E-16    3.540658E-06
      612    1.2240E-05    9.501462E-01    2.525687E-01    1.231941E-15    1.211407E-15    2.449002E-08    3.956486E-06    9.924712E-16    3.543514E-06
      613    1.2260E-05    9.501462E-01    2.525687E-01    1.232018E-15    1.211421E-15    2.454765E-08    3.953636E-06    9.924065E-16    3.546364E-06
      614    1.2280E-05    9.501462E-01    2.525687E-01    1.232095E-15    1.211435E-15    2.460532E-08    3.950791E-06    9.923417E-16    3.549209E-06
      615    1.2300E-05    9.501462E-01    2.525687E-01    1.232172E-15    1.211449E-15    2.466303E-08    3.947950E-06    9.922768E-16    3.552050E-06
      616    1.2320E-05    9.501462E-01    2.525687E-01    1.232249E-15    1.211463E-15    2.472078E-08    3.945115E-06    9.922118E-16    3.554885E-06
      617    1.2340E-05    9.501462E-01    2.525687E-01    1.232327E-15    1.211478E-15    2.477856E-08    3.942285E-06    9.921467E-16    3.557715E-06
      618    1.2360E-05    9.501462E-01    2.525687E-01    1.232404E-15    1.211492E-15    2.483638E-08    3.939459E-06    9.920815E-16    3.560541E-06
      619    1.2380E-05    9.501462E-01    2.525687E-01    1.232482E-15    1.211506E-15    2.489423E-08    3.936639E-06    9.920162E-16    3.563361E-06
      620    1.2400E-05    9.501462E-01    2.525687E-01    1.232559E-15    1.211520E-15    2.495212E-08    3.933824E-06    9.919508E-16    3.566176E-06
      621    1.2420E-05    9.501462E-01    2.525687E-01    1.232637E-15    1.211534E-15    2.501005E-08    3.931013E-06    9.918853E-16    3.568987E-06
      622    1.2440E-05    9.501462E-01    2.525687E-01    1.232714E-15    1.211548E-15    2.506801E-08    3.928208E-06    9.918197E-16    3.571792E-06
      623    1.2460E-05    9.501462E-01    2.525687E-01    1.232792E-15    1.211562E-15    2.512601E-08    3.925407E-06    9.917541E-16    3.574593E-06
      624    1.2480E-05    9.501462E-01    2.525687E-01    1.232870E-15    1.211576E-15    2.518404E-08    3.922611E-06    9.916883E-16    3.577389E-06
      625    1.2500E-05    9.501462E-01    2.525687E-01    1.232947E-15    1.211591E-15    2.524211E-08    3.919820E-06    9.916225E-16    3.580180E-06
      626    1.2520E-05    9.501462E-01    2.525687E-01    1.233025E-15    1.211605E-15    2.530022E-08    3.917034E-06    9.915565E-16    3.582966E-06
      627    1.2540E-05    9.501462E-01    2.525687E-01    1.233103E-15    1.211619E-15    2.535836E-08    3.914253E-06    9.914905E-16    3.585747E-06
      628    1.2560E-05    9.501462E-01    2.525687E-01    1.233181E-15    1.211633E-15    2.541654E-08    3.911477E-06    9.914244E-16    3.588523E-06
      629    1.2580E-05    9.501462E-01    2.525687E-01    1.233259E-15    1.211647E-15    2.547475E-08    3.908706E-06    9.913582E-16    3.591294E-06
      630    1.2600E-05    9.501462E-01    2.525687E-01    1.233337E-15    1.211661E-15    2.553300E-08    3.905939E-06    9.912919E-16    3.594061E-06
      631    1.2620E-05    9.501462E-01    2.525687E-01    1.233415E-15    1.211675E-15    2.559128E-08    3.903178E-06    9.912255E-16    3.596822E-06
      632    1.2640E-05    9.501462E-01    2.525687E-01    1.233493E-15    1.211689E-15    2.564960E-08    3.900421E-06    9.911590E-16    3.599579E-06
      633    1.2660E-05    9.501462E-01    2.525687E-01    1.233571E-15    1.211703E-15    2.570796E-08    3.897669E-06    9.910924E-16    3.602331E-06
      634    1.2680E-05    9.501462E-01    2.525687E-01    1.233650E-15    1.211717E-15    2.576635E-08    3.894921E-06    9.910258E-16    3.605079E-06
      635    1.2700E-05    9.501462E-01    2.525687E-01    1.233728E-15    1.211732E-15    2.582477E-08    3.892179E-06    9.909590E-16    3.607821E-06
      636    1.2720E-05    9.501462E-01    2.525687E-01    1.233806E-15    1.211746E-15    2.588323E-08    3.889441E-06    9.908922E-16    3.610559E-06
      637    1.2740E-05    9.501462E-01    2.525687E-01    1.233885E-15    1.211760E-15    2.594173E-08    3.886708E-06    9.908253E-16    3.613292E-06
      638    1.2760E-05    9.501462E-01    2.525687E-01    1.233963E-15    1.211774E-15    2.600026E-08    3.883980E-06    9.907582E-16    3.616020E-06
      639    1.2780E-05    9.501462E-01    2.525687E-01    1.234042E-15    1.211788E-15    2.605882E-08    3.881256E-06    9.906911E-16    3.618744E-06
      640    1.2800E-05    9.501462E-01    2.525687E-01    1.234120E-15    1.211802E-15    2.611743E-08    3.878538E-06    9.906239E-16    3.621462E-06
      641    1.2820E-05    9.501462E-01    2.525687E-01    1.234199E-15    1.211816E-15    2.617606E-08    3.875824E-06    9.905567E-16    3.624176E-06
      642    1.2840E-05    9.501462E-01    2.525687E-01    1.234278E-15    1.211830E-15    2.623473E-08    3.873114E-06    9.904893E-16    3.626886E-06
      643    1.2860E-05    9.501462E-01    2.525687E-01    1.234356E-15    1.211844E-15    2.629344E-08    3.870410E-06    9.904218E-16    3.629590E-06
      644    1.2880E-05    9.501462E-01    2.525687E-01    1.234435E-15    1.211858E-15    2.635218E-08    3.867710E-06    9.903543E-16    3.632290E-06
      645    1.2900E-05    9.501462E-01    2.525687E-01    1.234514E-15    1.211873E-15    2.641095E-08    3.865014E-06    9.902866E-16    3.634986E-06
      646    1.2920E-05    9.501462E-01    2.525687E-01    1.234593E-15    1.211887E-15    2.646976E-08    3.862324E-06    9.902189E-16    3.637676E-06
      647    1.2940E-05    9.501462E-01    2.525687E-01    1.234672E-15    1.211901E-15    2.652860E-08    3.859638E-06    9.901511E-16    3.640362E-06
      648    1.2960E-05    9.501462E-01    2.525687E-01    1.234751E-15    1.211915E-15    2.658748E-08    3.856956E-06    9.900832E-16    3.643044E-06
      649    1.2980E-05    9.501462E-01    2.525687E-01    1.234830E-15    1.211929E-15    2.664639E-08    3.854280E-06    9.900152E-16    3.645720E-06
      650    1.3000E-05    9.501462E-01    2.525687E-01    1.234909E-15    1.211943E-15    2.670534E-08    3.851608E-06    9.899472E-16    3.648392E-06
      651    1.3020E-05    9.501462E-01    2.525687E-01    1.234988E-15    1.211957E-15    2.676432E-08    3.848940E-06    9.898790E-16    3.651060E-06
      652    1.3040E-05    9.501462E-01    2.525687E-01    1.235067E-15    1.211971E-15    2.682334E-08    3.846277E-06    9.898108E-16    3.653723E-06
      653    1.3060E-05    9.501462E-01    2.525687E-01    1.235147E-15    1.211985E-15    2.688239E-08    3.843619E-06    9.897424E-16    3.656381E-06
      654    1.3080E-05    9.501462E-01    2.525687E-01    1.235226E-15    1.211999E-15    2.694147E-08    3.840965E-06    9.896740E-16    3.659035E-06
      655    1.3100E-05    9.501462E-01    2.525687E-01    1.235305E-15    1.212013E-15    2.700059E-08    3.838316E-06    9.896055E-16    3.661684E-06
      656    1.3120E-05    9.501462E-01    2.525687E-01    1.235385E-15    1.212028E-15    2.705974E-08    3.835672E-06    9.895369E-16    3.664328E-06
      657    1.3140E-05    9.501462E-01    2.525686E-01    1.235464E-15    1.212042E-15    2.711892E-08    3.833032E-06    9.894683E-16    3.666968E-06
      658    1.3160E-05    9.501462E-01    2.525686E-01    1.235544E-15    1.212056E-15    2.717814E-08    3.830396E-06    9.893995E-16    3.669604E-06
      659    1.3180E-05    9.501462E-01    2.525686E-01    1.235623E-15    1.212070E-15    2.723740E-08    3.827765E-06    9.893307E-16    3.672235E-06
      660    1.3200E-05    9.501462E-01    2.525686E-01    1.235703E-15    1.212084E-15    2.729668E-08    3.825139E-06    9.892618E-16    3.674861E-06
      661    1.3220E-05    9.501462E-01    2.525686E-01    1.235783E-15    1.212098E-15    2.735600E-08    3.822517E-06    9.891928E-16    3.677483E-06
      662    1.3240E-05    9.501462E-01    2.525686E-01    1.235862E-15    1.212112E-15    2.741536E-08    3.819899E-06    9.891237E-16    3.680101E-06
      663    1.3260E-05    9.501462E-01    2.525686E-01    1.235942E-15    1.212126E-15    2.747475E-08    3.817286E-06    9.890545E-16    3.682714E-06
      664    1.3280E-05    9.501462E-01    2.525686E-01    1.236022E-15    1.212140E-15    2.753417E-08    3.814678E-06    9.889852E-16    3.685322E-06
      665    1.3300E-05    9.501462E-01    2.525686E-01    1.236102E-15    1.212154E-15    2.759362E-08    3.812074E-06    9.889159E-16    3.687926E-06
      666    1.3320E-05    9.501462E-01    2.525686E-01    1.236182E-15    1.212168E-15    2.765311E-08    3.809474E-06    9.888465E-16    3.690526E-06
      667    1.3340E-05    9.501462E-01    2.525686E-01    1.236262E-15    1.212182E-15    2.771263E-08    3.806879E-06    9.887770E-16    3.693121E-06
      668    1.3360E-05    9.501462E-01    2.525686E-01    1.236342E-15    1.212197E-15    2.777219E-08    3.804288E-06    9.887074E-16    3.695712E-06
      669    1.3380E-05    9.501462E-01    2.525686E-01    1.236422E-15    1.212211E-15    2.783177E-08    3.801702E-06    9.886377E-16    3.698298E-06
      670    1.3400E-05    9.501462E-01    2.525686E-01    1.236502E-15    1.212225E-15    2.789139E-08    3.799120E-06    9.885679E-16    3.700880E-06
      671    1.3420E-05    9.501462E-01    2.525686E-01    1.236582E-15    1.212239E-15    2.795105E-08    3.796543E-06    9.884981E-16    3.703457E-06
      672    1.3440E-05    9.501462E-01    2.525686E-01    1.236663E-15    1.212253E-15    2.801074E-08    3.793970E-06    9.884282E-16    3.706030E-06
      673    1.3460E-05    9.501462E-01    2.525686E-01    1.236743E-15    1.212267E-15    2.807046E-08    3.791401E-06    9.883582E-16    3.708599E-06
      674    1.3480E-05    9.501462E-01    2.525686E-01    1.236823E-15    1.212281E-15    2.813021E-08    3.788837E-06    9.882881E-16    3.711163E-06
      675    1.3500E-05    9.501462E-01    2.525686E-01    1.236904E-15    1.212295E-15    2.819000E-08    3.786277E-06    9.882179E-16    3.713723E-06
      676    1.3520E-05    9.501462E-01    2.525686E-01    1.236984E-15    1.212309E-15    2.824981E-08    3.783722E-06    9.881477E-16    3.716279E-06
      677    1.3540E-05    9.501462E-01    2.525686E-01    1.237065E-15    1.212323E-15    2.830967E-08    3.781170E-06    9.880773E-16    3.718830E-06
      678    1.3560E-05    9.501462E-01    2.525686E-01    1.237145E-15    1.212337E-15    2.836955E-08    3.778623E-06    9.880069E-16    3.721377E-06
      679    1.3580E-05    9.501462E-01    2.525686E-01    1.237226E-15    1.212351E-15    2.842947E-08    3.776081E-06    9.879364E-16    3.723919E-06
      680    1.3600E-05    9.501462E-01    2.525686E-01    1.237306E-15    1.212365E-15    2.848942E-08    3.773543E-06    9.878659E-16    3.726457E-06
      681    1.3620E-05    9.501462E-01    2.525686E-01    1.237387E-15    1.212379E-15    2.854940E-08    3.771009E-06    9.877952E-16    3.728991E-06
      682    1.3640E-05    9.501462E-01    2.525686E-01    1.237468E-15    1.212393E-15    2.860942E-08    3.768479E-06    9.877245E-16    3.731521E-06
      683    1.3660E-05    9.501462E-01    2.525686E-01    1.237549E-15    1.212408E-15    2.866946E-08    3.765954E-06    9.876537E-16    3.734046E-06
      684    1.3680E-05    9.501462E-01    2.525686E-01    1.237629E-15    1.212422E-15    2.872954E-08    3.763433E-06    9.875828E-16    3.736567E-06
      685    1.3700E-05    9.501462E-01    2.525686E-01    1.237710E-15    1.212436E-15    2.878965E-08    3.760916E-06    9.875118E-16    3.739084E-06
      686    1.3720E-05    9.501462E-01    2.525686E-01    1.237791E-15    1.212450E-15    2.884980E-08    3.758403E-06    9.874407E-16    3.741597E-06
      687    1.3740E-05    9.501462E-01    2.525686E-01    1.237872E-15    1.212464E-15    2.890998E-08    3.755895E-06    9.873696E-16    3.744105E-06
      688    1.3760E-05    9.501462E-01    2.525686E-01    1.237953E-15    1.212478E-15    2.897018E-08    3.753391E-06    9.872984E-16    3.746609E-06
      689    1.3780E-05    9.501462E-01    2.525686E-01    1.238034E-15    1.212492E-15    2.903043E-08    3.750891E-06    9.872271E-16    3.749109E-06
      690    1.3800E-05    9.501462E-01    2.525686E-01    1.238115E-15    1.212506E-15    2.909070E-08    3.748396E-06    9.871557E-16    3.751604E-06
      691    1.3820E-05    9.501462E-01    2.525686E-01    1.238197E-15    1.212520E-15    2.915100E-08    3.745904E-06    9.870843E-16    3.754096E-06
      692    1.3840E-05    9.501462E-01    2.525686E-01    1.238278E-15    1.212534E-15    2.921134E-08    3.743417E-06    9.870128E-16    3.756583E-06
      693    1.3860E-05    9.501462E-01    2.525686E-01    1.238359E-15    1.212548E-15    2.927171E-08    3.740934E-06    9.869412E-16    3.759066E-06
      694    1.3880E-05    9.501462E-01    2.525686E-01    1.238440E-15    1.212562E-15    2.933211E-08    3.738455E-06    9.868695E-16    3.761545E-06
      695    1.3900E-05    9.501462E-01    2.525686E-01    1.238522E-15    1.212576E-15    2.939254E-08    3.735981E-06    9.867977E-16    3.764019E-06
      696    1.3920E-05    9.501462E-01    2.525686E-01    1.238603E-15    1.212590E-15    2.945301E-08    3.733510E-06    9.867259E-16    3.766490E-06
      697    1.3940E-05    9.501462E-01    2.525686E-01    1.238685E-15    1.212604E-15    2.951350E-08    3.731044E-06    9.866540E-16    3.768956E-06
      698    1.3960E-05    9.501462E-01    2.525686E-01    1.238766E-15    1.212618E-15    2.957403E-08    3.728582E-06    9.865820E-16    3.771418E-06
      699    1.3980E-05    9.501462E-01    2.525686E-01    1.238848E-15    1.212632E-15    2.963459E-08    3.726124E-06    9.865099E-16    3.773876E-06
      700    1.4000E-05    9.501462E-01    2.525686E-01    1.238929E-15    1.212646E-15    2.969518E-08    3.723670E-06    9.864377E-16    3.776330E-06
      701    1.4020E-05    9.501462E-01    2.525686E-01    1.239011E-15    1.212661E-15    2.975580E-08    3.721220E-06    9.863655E-16    3.778780E-06
      702    1.4040E-05    9.501462E-01    2.525686E-01    1.239093E-15    1.212675E-15    2.981646E-08    3.718774E-06    9.862932E-16    3.781226E-06
      703    1.4060E-05    9.501462E-01    2.525686E-01    1.239174E-15    1.212689E-15    2.987714E-08    3.716333E-06    9.862208E-16    3.783667E-06
      704    1.4080E-05    9.501462E-01    2.525686E-01    1.239256E-15    1.212703E-15    2.993786E-08    3.713895E-06    9.861484E-16    3.786105E-06
      705    1.4100E-05    9.501462E-01    2.525686E-01    1.239338E-15    1.212717E-15    2.999860E-08    3.711462E-06    9.860758E-16    3.788538E-06
      706    1.4120E-05    9.501462E-01    2.525686E-01    1.239420E-15    1.212731E-15    3.005938E-08    3.709033E-06    9.860032E-16    3.790967E-06
      707    1.4140E-05    9.501462E-01    2.525686E-01    1.239502E-15    1.212745E-15    3.012019E-08    3.706608E-06    9.859306E-16    3.793392E-06
      708    1.4160E-05    9.501462E-01    2.525686E-01    1.239584E-15    1.212759E-15    3.018103E-08    3.704186E-06    9.858578E-16    3.795814E-06
      709    1.4180E-05    9.501462E-01    2.525686E-01    1.239666E-15    1.212773E-15    3.024191E-08    3.701769E-06    9.857850E-16    3.798231E-06
      710    1.4200E-05    9.501462E-01    2.525686E-01    1.239748E-15    1.212787E-15    3.030281E-08    3.699356E-06    9.857121E-16    3.800644E-06
      711    1.4220E-05    9.501462E-01    2.525686E-01    1.239830E-15    1.212801E-15    3.036374E-08    3.696947E-06    9.856391E-16    3.803053E-06
      712    1.4240E-05    9.501462E-01    2.525686E-01    1.239912E-15    1.212815E-15    3.042471E-08    3.694542E-06    9.855660E-16    3.805458E-06
      713    1.4260E-05    9.501462E-01    2.525686E-01    1.239994E-15    1.212829E-15    3.048570E-08    3.692141E-06    9.854929E-16    3.807859E-06
      714    1.4280E-05    9.501462E-01    2.525686E-01    1.240076E-15    1.212843E-15    3.054673E-08    3.689744E-06    9.854197E-16    3.810256E-06
      715    1.4300E-05    9.501462E-01    2.525686E-01    1.240159E-15    1.212857E-15    3.060779E-08    3.687351E-06    9.853464E-16    3.812649E-06
      716    1.4320E-05    9.501462E-01    2.525686E-01    1.240241E-15    1.212871E-15    3.066888E-08    3.684962E-06    9.852730E-16    3.815038E-06
      717    1.4340E-05    9.501462E-01    2.525686E-01    1.240323E-15    1.212885E-15    3.072999E-08    3.682577E-06    9.851996E-16    3.817423E-06
      718    1.4360E-05    9.501462E-01    2.525686E-01    1.240406E-15    1.212899E-15    3.079114E-08    3.680196E-06    9.851261E-16    3.819804E-06
      719    1.4380E-05    9.501462E-01    2.525686E-01    1.240488E-15    1.212913E-15    3.085232E-08    3.677819E-06    9.850525E-16    3.822181E-06
      720    1.4400E-05    9.501462E-01    2.525686E-01    1.240571E-15    1.212927E-15    3.091353E-08    3.675446E-06    9.849789E-16    3.824554E-06
      721    1.4420E-05    9.501462E-01    2.525686E-01    1.240653E-15    1.212941E-15    3.097477E-08    3.673076E-06    9.849051E-16    3.826924E-06
      722    1.4440E-05    9.501462E-01    2.525686E-01    1.240736E-15    1.212955E-15    3.103605E-08    3.670711E-06    9.848313E-16    3.829289E-06
      723    1.4460E-05    9.501462E-01    2.525686E-01    1.240819E-15    1.212969E-15    3.109735E-08    3.668350E-06    9.847575E-16    3.831650E-06
      724    1.4480E-05    9.501462E-01    2.525686E-01    1.240901E-15    1.212983E-15    3.115868E-08    3.665992E-06    9.846835E-16    3.834008E-06
      725    1.4500E-05    9.501462E-01    2.525686E-01    1.240984E-15    1.212997E-15    3.122004E-08    3.663639E-06    9.846095E-16    3.836361E-06
      726    1.4520E-05    9.501462E-01    2.525686E-01    1.241067E-15    1.213011E-15    3.128143E-08    3.661289E-06    9.845354E-16    3.838711E-06
      727    1.4540E-05    9.501462E-01    2.525686E-01    1.241150E-15    1.213025E-15    3.134286E-08    3.658943E-06    9.844612E-16    3.841057E-06
      728    1.4560E-05    9.501462E-01    2.525686E-01    1.241233E-15    1.213039E-15    3.140431E-08    3.656601E-06    9.843870E-16    3.843399E-06
      729    1.4580E-05    9.501462E-01    2.525686E-01    1.241316E-15    1.213053E-15    3.146579E-08    3.654263E-06    9.843127E-16    3.845737E-06
      730    1.4600E-05    9.501462E-01    2.525686E-01    1.241398E-15    1.213067E-15    3.152730E-08    3.651929E-06    9.842383E-16    3.848071E-06
      731    1.4620E-05    9.501462E-01    2.525686E-01    1.241481E-15    1.213081E-15    3.158885E-08    3.649599E-06    9.841639E-16    3.850401E-06
      732    1.4640E-05    9.501462E-01    2.525686E-01    1.241565E-15    1.213095E-15    3.165042E-08    3.647273E-06    9.840893E-16    3.852727E-06
      733    1.4660E-05    9.501462E-01    2.525686E-01    1.241648E-15    1.213109E-15    3.171202E-08    3.644950E-06    9.840148E-16    3.855050E-06
      734    1.4680E-05    9.501462E-01    2.525686E-01    1.241731E-15    1.213124E-15    3.177365E-08    3.642631E-06    9.839401E-16    3.857369E-06
      735    1.4700E-05    9.501462E-01    2.525686E-01    1.241814E-15    1.213138E-15    3.183531E-08    3.640316E-06    9.838653E-16    3.859684E-06
      736    1.4720E-05    9.501462E-01    2.525685E-01    1.241897E-15    1.213152E-15    3.189701E-08    3.638005E-06    9.837905E-16    3.861995E-06
      737    1.4740E-05    9.501462E-01    2.525685E-01    1.241980E-15    1.213166E-15    3.195873E-08    3.635698E-06    9.837157E-16    3.864302E-06
      738    1.4760E-05    9.501462E-01    2.525685E-01    1.242064E-15    1.213180E-15    3.202048E-08    3.633394E-06    9.836407E-16    3.866606E-06
      739    1.4780E-05    9.501462E-01    2.525685E-01    1.242147E-15    1.213194E-15    3.208226E-08    3.631095E-06    9.835657E-16    3.868905E-06
      740    1.4800E-05    9.501462E-01    2.525685E-01    1.242230E-15    1.213208E-15    3.214407E-08    3.628799E-06    9.834906E-16    3.871201E-06
      741    1.4820E-05    9.501462E-01    2.525685E-01    1.242314E-15    1.213222E-15    3.220591E-08    3.626507E-06    9.834154E-16    3.873493E-06
      742    1.4840E-05    9.501462E-01    2.525685E-01    1.242397E-15    1.213236E-15    3.226778E-08    3.624218E-06    9.833402E-16    3.875782E-06
      743    1.4860E-05    9.501462E-01    2.525685E-01    1.242481E-15    1.213250E-15    3.232967E-08    3.621934E-06    9.832649E-16    3.878066E-06
      744    1.4880E-05    9.501462E-01    2.525685E-01    1.242564E-15    1.213264E-15    3.239160E-08    3.619653E-06    9.831895E-16    3.880347E-06
      745    1.4900E-05    9.501462E-01    2.525685E-01    1.242648E-15    1.213278E-15    3.245356E-08    3.617376E-06    9.831141E-16    3.882624E-06
      746    1.4920E-05    9.501462E-01    2.525685E-01    1.242732E-15    1.213292E-15    3.251554E-08    3.615102E-06    9.830386E-16    3.884898E-06
      747    1.4940E-05    9.501462E-01    2.525685E-01    1.242815E-15    1.213306E-15    3.257756E-08    3.612833E-06    9.829630E-16    3.887167E-06
      748    1.4960E-05    9.501462E-01    2.525685E-01    1.242899E-15    1.213320E-15    3.263960E-08    3.610567E-06    9.828874E-16    3.889433E-06
      749    1.4980E-05    9.501462E-01    2.525685E-01    1.242983E-15    1.213334E-15    3.270167E-08    3.608305E-06    9.828116E-16    3.891695E-06
      750    1.5000E-05    9.501462E-01    2.525685E-01    1.243067E-15    1.213348E-15    3.276378E-08    3.606046E-06    9.827359E-16    3.893954E-06
      751    1.5020E-05    9.501462E-01    2.525685E-01    1.243151E-15    1.213362E-15    3.282591E-08    3.603791E-06    9.826600E-16    3.896209E-06
      752    1.5040E-05    9.501462E-01    2.525685E-01    1.243235E-15    1.213376E-15    3.288807E-08    3.601540E-06    9.825841E-16    3.898460E-06
      753    1.5060E-05    9.501462E-01    2.525685E-01    1.243319E-15    1.213390E-15    3.295026E-08    3.599293E-06    9.825081E-16    3.900707E-06
      754    1.5080E-05    9.501462E-01    2.525685E-01    1.243403E-15    1.213404E-15    3.301247E-08    3.597049E-06    9.824320E-16    3.902951E-06
      755    1.5100E-05    9.501462E-01    2.525685E-01    1.243487E-15    1.213418E-15    3.307472E-08    3.594809E-06    9.823559E-16    3.905191E-06
      756    1.5120E-05    9.501462E-01    2.525685E-01    1.243571E-15    1.213432E-15    3.313700E-08    3.592572E-06    9.822797E-16    3.907428E-06
      757    1.5140E-05    9.501462E-01    2.525685E-01    1.243655E-15    1.213446E-15    3.319930E-08    3.590340E-06    9.822035E-16    3.909660E-06
      758    1.5160E-05    9.501462E-01    2.525685E-01    1.243739E-15    1.213460E-15    3.326163E-08    3.588111E-06    9.821271E-16    3.911889E-06
      759    1.5180E-05    9.501462E-01    2.525685E-01    1.243823E-15    1.213474E-15    3.332399E-08    3.585885E-06    9.820507E-16    3.914115E-06
      760    1.5200E-05    9.501462E-01    2.525685E-01    1.243907E-15    1.213488E-15    3.338638E-08    3.583663E-06    9.819743E-16    3.916337E-06
      761    1.5220E-05    9.501462E-01    2.525685E-01    1.243992E-15    1.213502E-15    3.344880E-08    3.581445E-06    9.818977E-16    3.918555E-06
      762    1.5240E-05    9.501462E-01    2.525685E-01    1.244076E-15    1.213516E-15    3.351125E-08    3.579230E-06    9.818211E-16    3.920770E-06
      763    1.5260E-05    9.501462E-01    2.525685E-01    1.244160E-15    1.213530E-15    3.357372E-08    3.577019E-06    9.817445E-16    3.922981E-06
      764    1.5280E-05    9.501462E-01    2.525685E-01    1.244245E-15    1.213544E-15    3.363623E-08    3.574812E-06    9.816677E-16    3.925188E-06
      765    1.5300E-05    9.501462E-01    2.525685E-01    1.244329E-15    1.213557E-15    3.369876E-08    3.572608E-06    9.815909E-16    3.927392E-06
      766    1.5320E-05    9.501462E-01    2.525685E-01    1.244414E-15    1.213571E-15    3.376132E-08    3.570407E-06    9.815141E-16    3.929593E-06
      767    1.5340E-05    9.501462E-01    2.525685E-01    1.244498E-15    1.213585E-15    3.382391E-08    3.568211E-06    9.814372E-16    3.931789E-06
      768    1.5360E-05    9.501462E-01    2.525685E-01    1.244583E-15    1.213599E-15    3.388652E-08    3.566018E-06    9.813602E-16    3.933982E-06
      769    1.5380E-05    9.501462E-01    2.525685E-01    1.244667E-15    1.213613E-15    3.394917E-08    3.563828E-06    9.812831E-16    3.936172E-06
      770    1.5400E-05    9.501462E-01    2.525685E-01    1.244752E-15    1.213627E-15    3.401184E-08    3.561642E-06    9.812060E-16    3.938358E-06
      771    1.5420E-05    9.501462E-01    2.525685E-01    1.244837E-15    1.213641E-15    3.407454E-08    3.559459E-06    9.811288E-16    3.940541E-06
      772    1.5440E-05    9.501462E-01    2.525685E-01    1.244921E-15    1.213655E-15    3.413727E-08    3.557280E-06    9.810515E-16    3.942720E-06
      773    1.5460E-05    9.501462E-01    2.525685E-01    1.245006E-15    1.213669E-15    3.420003E-08    3.555105E-06    9.809742E-16    3.944895E-06
      774    1.5480E-05    9.501462E-01    2.525685E-01    1.245091E-15    1.213683E-15    3.426281E-08    3.552933E-06    9.808968E-16    3.947067E-06
      775    1.5500E-05    9.501462E-01    2.525685E-01    1.245176E-15    1.213697E-15    3.432562E-08    3.550765E-06    9.808193E-16    3.949235E-06
      776    1.5520E-05    9.501462E-01    2.525685E-01    1.245261E-15    1.213711E-15    3.438846E-08    3.548600E-06    9.807418E-16    3.951400E-06
      777    1.5540E-05    9.501462E-01    2.525685E-01    1.245346E-15    1.213725E-15    3.445133E-08    3.546438E-06    9.806642E-16    3.953562E-06
      778    1.5560E-05    9.501462E-01    2.525685E-01    1.245431E-15    1.213739E-15    3.451423E-08    3.544280E-06    9.805866E-16    3.955720E-06
      779    1.5580E-05    9.501462E-01    2.525685E-01    1.245516E-15    1.213753E-15    3.457715E-08    3.542126E-06    9.805089E-16    3.957874E-06
      780    1.5600E-05    9.501462E-01    2.525685E-01    1.245601E-15    1.213767E-15    3.464010E-08    3.539975E-06    9.804311E-16    3.960025E-06
      781    1.5620E-05    9.501462E-01    2.525685E-01    1.245686E-15    1.213781E-15    3.470308E-08    3.537827E-06    9.803533E-16    3.962173E-06
      782    1.5640E-05    9.501462E-01    2.525685E-01    1.245771E-15    1.213795E-15    3.476609E-08    3.535683E-06    9.802754E-16    3.964317E-06
      783    1.5660E-05    9.501462E-01    2.525685E-01    1.245856E-15    1.213809E-15    3.482912E-08    3.533543E-06    9.801974E-16    3.966457E-06
      784    1.5680E-05    9.501462E-01    2.525685E-01    1.245941E-15    1.213823E-15    3.489218E-08    3.531406E-06    9.801194E-16    3.968594E-06
      785    1.5700E-05    9.501462E-01    2.525685E-01    1.246026E-15    1.213837E-15    3.495527E-08    3.529272E-06    9.800413E-16    3.970728E-06
      786    1.5720E-05    9.501462E-01    2.525685E-01    1.246112E-15    1.213851E-15    3.501839E-08    3.527142E-06    9.799631E-16    3.972858E-06
      787    1.5740E-05    9.501462E-01    2.525685E-01    1.246197E-15    1.213865E-15    3.508153E-08    3.525015E-06    9.798849E-16    3.974985E-06
      788    1.5760E-05    9.501462E-01    2.525685E-01    1.246282E-15    1.213879E-15    3.514470E-08    3.522892E-06    9.798066E-16    3.977108E-06
      789    1.5780E-05    9.501462E-01    2.525685E-01    1.246368E-15    1.213893E-15    3.520790E-08    3.520772E-06    9.797283E-16    3.979228E-06
      790    1.5800E-05    9.501462E-01    2.525685E-01    1.246453E-15    1.213907E-15    3.527112E-08    3.518655E-06    9.796498E-16    3.981345E-06
      791    1.5820E-05    9.501462E-01    2.525685E-01    1.246539E-15    1.213921E-15    3.533438E-08    3.516542E-06    9.795714E-16    3.983458E-06
      792    1.5840E-05    9.501462E-01    2.525685E-01    1.246624E-15    1.213935E-15    3.539765E-08    3.514432E-06    9.794928E-16    3.985568E-06
      793    1.5860E-05    9.501462E-01    2.525685E-01    1.246710E-15    1.213949E-15    3.546096E-08    3.512325E-06    9.794142E-16    3.987675E-06
