iteration          time             xO2              xO          xE(s1)          xO(s1)         xO2(s1)
   259000    2.5900E-01    1.200909E+00    1.807532E-03    4.841587E-08    2.962343E-06    1.217841E-06
   260000    2.6000E-01    1.200909E+00    1.807208E-03    4.841065E-08    2.962480E-06    1.217710E-06
   261000    2.6100E-01    1.200910E+00    1.806893E-03    4.840560E-08    2.962612E-06    1.217582E-06
   262000    2.6200E-01    1.200910E+00    1.806589E-03    4.840070E-08    2.962741E-06    1.217458E-06
   263000    2.6300E-01    1.200910E+00    1.806294E-03    4.839596E-08    2.962865E-06    1.217339E-06
   264000    2.6400E-01    1.200911E+00    1.806008E-03    4.839136E-08    2.962986E-06    1.217223E-06
   265000    2.6500E-01    1.200911E+00    1.805731E-03    4.838691E-08    2.963103E-06    1.217110E-06
   266000    2.6600E-01    1.200911E+00    1.805462E-03    4.838259E-08    2.963216E-06    1.217001E-06
   267000    2.6700E-01    1.200911E+00    1.805202E-03    4.837841E-08    2.963326E-06    1.216896E-06
   268000    2.6800E-01    1.200912E+00    1.804951E-03    4.837436E-08    2.963432E-06    1.216794E-06
   269000    2.6900E-01    1.200912E+00    1.804707E-03    4.837044E-08    2.963535E-06    1.216694E-06
   270000    2.7000E-01    1.200912E+00    1.804470E-03    4.836664E-08    2.963635E-06    1.216598E-06
   271000    2.7100E-01    1.200912E+00    1.804241E-03    4.836295E-08    2.963732E-06    1.216505E-06
   272000    2.7200E-01    1.200913E+00    1.804020E-03    4.835938E-08    2.963825E-06    1.216415E-06
   273000    2.7300E-01    1.200913E+00    1.803805E-03    4.835592E-08    2.963916E-06    1.216328E-06
   274000    2.7400E-01    1.200913E+00    1.803596E-03    4.835257E-08    2.964004E-06    1.216244E-06
   275000    2.7500E-01    1.200913E+00    1.803395E-03    4.834933E-08    2.964089E-06    1.216162E-06
   276000    2.7600E-01    1.200913E+00    1.803199E-03    4.834618E-08    2.964172E-06    1.216082E-06
   277000    2.7700E-01    1.200914E+00    1.803010E-03    4.834314E-08    2.964252E-06    1.216005E-06
   278000    2.7800E-01    1.200914E+00    1.802827E-03    4.834018E-08    2.964329E-06    1.215931E-06
   279000    2.7900E-01    1.200914E+00    1.802649E-03    4.833732E-08    2.964404E-06    1.215859E-06
   280000    2.8000E-01    1.200914E+00    1.802477E-03    4.833455E-08    2.964477E-06    1.215789E-06
   281000    2.8100E-01    1.200914E+00    1.802310E-03    4.833187E-08    2.964547E-06    1.215721E-06
   282000    2.8200E-01    1.200914E+00    1.802148E-03    4.832926E-08    2.964616E-06    1.215655E-06
   283000    2.8300E-01    1.200915E+00    1.801992E-03    4.832674E-08    2.964682E-06    1.215592E-06
   284000    2.8400E-01    1.200915E+00    1.801840E-03    4.832430E-08    2.964746E-06    1.215530E-06
   285000    2.8500E-01    1.200915E+00    1.801693E-03    4.832194E-08    2.964808E-06    1.215470E-06
   286000    2.8600E-01    1.200915E+00    1.801551E-03    4.831964E-08    2.964868E-06    1.215412E-06
   287000    2.8700E-01    1.200915E+00    1.801413E-03    4.831742E-08    2.964926E-06    1.215356E-06
   288000    2.8800E-01    1.200915E+00    1.801280E-03    4.831527E-08    2.964983E-06    1.215302E-06
   289000    2.8900E-01    1.200915E+00    1.801150E-03    4.831319E-08    2.965037E-06    1.215249E-06
   290000    2.9000E-01    1.200916E+00    1.801025E-03    4.831117E-08    2.965091E-06    1.215198E-06
   291000    2.9100E-01    1.200916E+00    1.800903E-03    4.830921E-08    2.965142E-06    1.215149E-06
   292000    2.9200E-01    1.200916E+00    1.800786E-03    4.830732E-08    2.965192E-06    1.215101E-06
   293000    2.9300E-01    1.200916E+00    1.800672E-03    4.830548E-08    2.965240E-06    1.215055E-06
   294000    2.9400E-01    1.200916E+00    1.800561E-03    4.830370E-08    2.965287E-06    1.215010E-06
   295000    2.9500E-01    1.200916E+00    1.800454E-03    4.830198E-08    2.965332E-06    1.214966E-06
   296000    2.9600E-01    1.200916E+00    1.800350E-03    4.830030E-08    2.965376E-06    1.214924E-06
   297000    2.9700E-01    1.200916E+00    1.800250E-03    4.829869E-08    2.965418E-06    1.214883E-06
   298000    2.9800E-01    1.200916E+00    1.800153E-03    4.829712E-08    2.965459E-06    1.214844E-06
   299000    2.9900E-01    1.200917E+00    1.800058E-03    4.829560E-08    2.965499E-06    1.214805E-06
   300000    3.0000E-01    1.200917E+00    1.799967E-03    4.829413E-08    2.965538E-06    1.214768E-06
   301000    3.0100E-01    1.200917E+00    1.799879E-03    4.829270E-08    2.965575E-06    1.214732E-06
   302000    3.0200E-01    1.200917E+00    1.799793E-03    4.829132E-08    2.965611E-06    1.214697E-06
   303000    3.0300E-01    1.200917E+00    1.799710E-03    4.828998E-08    2.965646E-06    1.214664E-06
   304000    3.0400E-01    1.200917E+00    1.799629E-03    4.828868E-08    2.965681E-06    1.214631E-06
   305000    3.0500E-01    1.200917E+00    1.799551E-03    4.828743E-08    2.965713E-06    1.214599E-06
   306000    3.0600E-01    1.200917E+00    1.799476E-03    4.828621E-08    2.965745E-06    1.214568E-06
   307000    3.0700E-01    1.200917E+00    1.799403E-03    4.828503E-08    2.965776E-06    1.214539E-06
   308000    3.0800E-01    1.200917E+00    1.799332E-03    4.828389E-08    2.965806E-06    1.214510E-06
   309000    3.0900E-01    1.200917E+00    1.799263E-03    4.828278E-08    2.965835E-06    1.214482E-06
   310000    3.1000E-01    1.200917E+00    1.799197E-03    4.828171E-08    2.965864E-06    1.214455E-06
   311000    3.1100E-01    1.200918E+00    1.799132E-03    4.828067E-08    2.965891E-06    1.214429E-06
   312000    3.1200E-01    1.200918E+00    1.799070E-03    4.827966E-08    2.965917E-06    1.214403E-06
   313000    3.1300E-01    1.200918E+00    1.799009E-03    4.827869E-08    2.965943E-06    1.214378E-06
   314000    3.1400E-01    1.200918E+00    1.798951E-03    4.827774E-08    2.965968E-06    1.214355E-06
   315000    3.1500E-01    1.200918E+00    1.798894E-03    4.827683E-08    2.965992E-06    1.214332E-06
   316000    3.1600E-01    1.200918E+00    1.798839E-03    4.827594E-08    2.966015E-06    1.214309E-06
   317000    3.1700E-01    1.200918E+00    1.798785E-03    4.827508E-08    2.966037E-06    1.214287E-06
   318000    3.1800E-01    1.200918E+00    1.798734E-03    4.827425E-08    2.966059E-06    1.214266E-06
   319000    3.1900E-01    1.200918E+00    1.798684E-03    4.827344E-08    2.966081E-06    1.214246E-06
   320000    3.2000E-01    1.200918E+00    1.798635E-03    4.827266E-08    2.966101E-06    1.214226E-06
   321000    3.2100E-01    1.200918E+00    1.798588E-03    4.827190E-08    2.966121E-06    1.214207E-06
   322000    3.2200E-01    1.200918E+00    1.798543E-03    4.827117E-08    2.966140E-06    1.214189E-06
   323000    3.2300E-01    1.200918E+00    1.798499E-03    4.827046E-08    2.966159E-06    1.214171E-06
   324000    3.2400E-01    1.200918E+00    1.798456E-03    4.826977E-08    2.966177E-06    1.214153E-06
   325000    3.2500E-01    1.200918E+00    1.798415E-03    4.826910E-08    2.966194E-06    1.214137E-06
   326000    3.2600E-01    1.200918E+00    1.798375E-03    4.826846E-08    2.966211E-06    1.214120E-06
   327000    3.2700E-01    1.200918E+00    1.798336E-03    4.826783E-08    2.966228E-06    1.214104E-06
   328000    3.2800E-01    1.200918E+00    1.798298E-03    4.826722E-08    2.966244E-06    1.214089E-06
   329000    3.2900E-01    1.200918E+00    1.798262E-03    4.826664E-08    2.966259E-06    1.214074E-06
   330000    3.3000E-01    1.200918E+00    1.798226E-03    4.826607E-08    2.966274E-06    1.214060E-06
   331000    3.3100E-01    1.200918E+00    1.798192E-03    4.826552E-08    2.966289E-06    1.214046E-06
   332000    3.3200E-01    1.200918E+00    1.798159E-03    4.826498E-08    2.966303E-06    1.214032E-06
   333000    3.3300E-01    1.200919E+00    1.798127E-03    4.826446E-08    2.966316E-06    1.214019E-06
   334000    3.3400E-01    1.200919E+00    1.798096E-03    4.826396E-08    2.966329E-06    1.214007E-06
   335000    3.3500E-01    1.200919E+00    1.798066E-03    4.826348E-08    2.966342E-06    1.213994E-06
   336000    3.3600E-01    1.200919E+00    1.798036E-03    4.826301E-08    2.966354E-06    1.213983E-06
   337000    3.3700E-01    1.200919E+00    1.798008E-03    4.826255E-08    2.966366E-06    1.213971E-06
   338000    3.3800E-01    1.200919E+00    1.797981E-03    4.826211E-08    2.966378E-06    1.213960E-06
   339000    3.3900E-01    1.200919E+00    1.797954E-03    4.826168E-08    2.966389E-06    1.213949E-06
   340000    3.4000E-01    1.200919E+00    1.797928E-03    4.826126E-08    2.966400E-06    1.213939E-06
   341000    3.4100E-01    1.200919E+00    1.797903E-03    4.826086E-08    2.966411E-06    1.213928E-06
   342000    3.4200E-01    1.200919E+00    1.797879E-03    4.826047E-08    2.966421E-06    1.213919E-06
   343000    3.4300E-01    1.200919E+00    1.797856E-03    4.826009E-08    2.966431E-06    1.213909E-06
   344000    3.4400E-01    1.200919E+00    1.797833E-03    4.825973E-08    2.966440E-06    1.213900E-06
   345000    3.4500E-01    1.200919E+00    1.797811E-03    4.825938E-08    2.966450E-06    1.213891E-06
   346000    3.4600E-01    1.200919E+00    1.797790E-03    4.825903E-08    2.966459E-06    1.213882E-06
   347000    3.4700E-01    1.200919E+00    1.797769E-03    4.825870E-08    2.966467E-06    1.213874E-06
   348000    3.4800E-01    1.200919E+00    1.797749E-03    4.825838E-08    2.966476E-06    1.213866E-06
   349000    3.4900E-01    1.200919E+00    1.797730E-03    4.825807E-08    2.966484E-06    1.213858E-06
   350000    3.5000E-01    1.200919E+00    1.797711E-03    4.825776E-08    2.966492E-06    1.213850E-06
   351000    3.5100E-01    1.200919E+00    1.797693E-03    4.825747E-08    2.966500E-06    1.213843E-06
   352000    3.5200E-01    1.200919E+00    1.797676E-03    4.825719E-08    2.966507E-06    1.213836E-06
   353000    3.5300E-01    1.200919E+00    1.797659E-03    4.825691E-08    2.966514E-06    1.213829E-06
   354000    3.5400E-01    1.200919E+00    1.797642E-03    4.825665E-08    2.966521E-06    1.213822E-06
   355000    3.5500E-01    1.200919E+00    1.797626E-03    4.825639E-08    2.966528E-06    1.213816E-06
   356000    3.5600E-01    1.200919E+00    1.797611E-03    4.825614E-08    2.966535E-06    1.213809E-06
   357000    3.5700E-01    1.200919E+00    1.797596E-03    4.825589E-08    2.966541E-06    1.213803E-06
   358000    3.5800E-01    1.200919E+00    1.797581E-03    4.825566E-08    2.966547E-06    1.213797E-06
   359000    3.5900E-01    1.200919E+00    1.797567E-03    4.825543E-08    2.966553E-06    1.213791E-06
   360000    3.6000E-01    1.200919E+00    1.797553E-03    4.825521E-08    2.966559E-06    1.213786E-06
   361000    3.6100E-01    1.200919E+00    1.797540E-03    4.825500E-08    2.966565E-06    1.213781E-06
   362000    3.6200E-01    1.200919E+00    1.797527E-03    4.825479E-08    2.966570E-06    1.213775E-06
   363000    3.6300E-01    1.200919E+00    1.797515E-03    4.825459E-08    2.966575E-06    1.213770E-06
   364000    3.6400E-01    1.200919E+00    1.797503E-03    4.825440E-08    2.966580E-06    1.213765E-06
   365000    3.6500E-01    1.200919E+00    1.797491E-03    4.825421E-08    2.966585E-06    1.213761E-06
   366000    3.6600E-01    1.200919E+00    1.797480E-03    4.825403E-08    2.966590E-06    1.213756E-06
   367000    3.6700E-01    1.200919E+00    1.797469E-03    4.825385E-08    2.966595E-06    1.213752E-06
   368000    3.6800E-01    1.200919E+00    1.797458E-03    4.825368E-08    2.966599E-06    1.213747E-06
   369000    3.6900E-01    1.200919E+00    1.797448E-03    4.825351E-08    2.966603E-06    1.213743E-06
   370000    3.7000E-01    1.200919E+00    1.797438E-03    4.825335E-08    2.966608E-06    1.213739E-06
   371000    3.7100E-01    1.200919E+00    1.797428E-03    4.825320E-08    2.966612E-06    1.213735E-06
   372000    3.7200E-01    1.200919E+00    1.797419E-03    4.825305E-08    2.966616E-06    1.213731E-06
   373000    3.7300E-01    1.200919E+00    1.797410E-03    4.825290E-08    2.966620E-06    1.213728E-06
   374000    3.7400E-01    1.200919E+00    1.797401E-03    4.825276E-08    2.966623E-06    1.213724E-06
   375000    3.7500E-01    1.200919E+00    1.797393E-03    4.825262E-08    2.966627E-06    1.213721E-06
   376000    3.7600E-01    1.200919E+00    1.797384E-03    4.825249E-08    2.966630E-06    1.213717E-06
   377000    3.7700E-01    1.200919E+00    1.797376E-03    4.825236E-08    2.966634E-06    1.213714E-06
   378000    3.7800E-01    1.200919E+00    1.797369E-03    4.825224E-08    2.966637E-06    1.213711E-06
   379000    3.7900E-01    1.200919E+00    1.797361E-03    4.825212E-08    2.966640E-06    1.213708E-06
   380000    3.8000E-01    1.200919E+00    1.797354E-03    4.825200E-08    2.966643E-06    1.213705E-06
   381000    3.8100E-01    1.200919E+00    1.797347E-03    4.825189E-08    2.966646E-06    1.213702E-06
   382000    3.8200E-01    1.200919E+00    1.797340E-03    4.825178E-08    2.966649E-06    1.213699E-06
   383000    3.8300E-01    1.200919E+00    1.797334E-03    4.825167E-08    2.966652E-06    1.213696E-06
   384000    3.8400E-01    1.200919E+00    1.797327E-03    4.825157E-08    2.966655E-06    1.213694E-06
   385000    3.8500E-01    1.200919E+00    1.797321E-03    4.825147E-08    2.966657E-06    1.213691E-06
   386000    3.8600E-01    1.200919E+00    1.797315E-03    4.825137E-08    2.966660E-06    1.213689E-06
   387000    3.8700E-01    1.200919E+00    1.797309E-03    4.825128E-08    2.966662E-06    1.213687E-06
   388000    3.8800E-01    1.200919E+00    1.797304E-03    4.825119E-08    2.966665E-06    1.213684E-06
   389000    3.8900E-01    1.200919E+00    1.797298E-03    4.825110E-08    2.966667E-06    1.213682E-06
   390000    3.9000E-01    1.200919E+00    1.797293E-03    4.825101E-08    2.966669E-06    1.213680E-06
   391000    3.9100E-01    1.200919E+00    1.797288E-03    4.825093E-08    2.966671E-06    1.213678E-06
   392000    3.9200E-01    1.200919E+00    1.797283E-03    4.825085E-08    2.966673E-06    1.213676E-06
   393000    3.9300E-01    1.200919E+00    1.797278E-03    4.825077E-08    2.966675E-06    1.213674E-06
   394000    3.9400E-01    1.200919E+00    1.797273E-03    4.825070E-08    2.966677E-06    1.213672E-06
   395000    3.9500E-01    1.200919E+00    1.797269E-03    4.825063E-08    2.966679E-06    1.213670E-06
   396000    3.9600E-01    1.200919E+00    1.797264E-03    4.825056E-08    2.966681E-06    1.213668E-06
   397000    3.9700E-01    1.200919E+00    1.797260E-03    4.825049E-08    2.966683E-06    1.213667E-06
   398000    3.9800E-01    1.200919E+00    1.797256E-03    4.825042E-08    2.966685E-06    1.213665E-06
   399000    3.9900E-01    1.200919E+00    1.797252E-03    4.825036E-08    2.966686E-06    1.213663E-06
   400000    4.0000E-01    1.200919E+00    1.797248E-03    4.825030E-08    2.966688E-06    1.213662E-06
   401000    4.0100E-01    1.200919E+00    1.797245E-03    4.825023E-08    2.966690E-06    1.213660E-06
   402000    4.0200E-01    1.200919E+00    1.797241E-03    4.825018E-08    2.966691E-06    1.213659E-06
   403000    4.0300E-01    1.200919E+00    1.797237E-03    4.825012E-08    2.966693E-06    1.213657E-06
   404000    4.0400E-01    1.200919E+00    1.797234E-03    4.825007E-08    2.966694E-06    1.213656E-06
   405000    4.0500E-01    1.200919E+00    1.797231E-03    4.825001E-08    2.966695E-06    1.213655E-06
   406000    4.0600E-01    1.200919E+00    1.797228E-03    4.824996E-08    2.966697E-06    1.213653E-06
   407000    4.0700E-01    1.200919E+00    1.797225E-03    4.824991E-08    2.966698E-06    1.213652E-06
   408000    4.0800E-01    1.200919E+00    1.797222E-03    4.824986E-08    2.966699E-06    1.213651E-06
   409000    4.0900E-01    1.200919E+00    1.797219E-03    4.824982E-08    2.966701E-06    1.213650E-06
   410000    4.1000E-01    1.200919E+00    1.797216E-03    4.824977E-08    2.966702E-06    1.213649E-06
   411000    4.1100E-01    1.200919E+00    1.797213E-03    4.824973E-08    2.966703E-06    1.213647E-06
   412000    4.1200E-01    1.200919E+00    1.797211E-03    4.824969E-08    2.966704E-06    1.213646E-06
   413000    4.1300E-01    1.200919E+00    1.797208E-03    4.824964E-08    2.966705E-06    1.213645E-06
   414000    4.1400E-01    1.200919E+00    1.797205E-03    4.824960E-08    2.966706E-06    1.213644E-06
   415000    4.1500E-01    1.200919E+00    1.797203E-03    4.824957E-08    2.966707E-06    1.213643E-06
   416000    4.1600E-01    1.200919E+00    1.797201E-03    4.824953E-08    2.966708E-06    1.213642E-06
   417000    4.1700E-01    1.200919E+00    1.797199E-03    4.824949E-08    2.966709E-06    1.213641E-06
   418000    4.1800E-01    1.200919E+00    1.797196E-03    4.824946E-08    2.966710E-06    1.213641E-06
   419000    4.1900E-01    1.200919E+00    1.797194E-03    4.824942E-08    2.966711E-06    1.213640E-06
   420000    4.2000E-01    1.200919E+00    1.797192E-03    4.824939E-08    2.966712E-06    1.213639E-06
   421000    4.2100E-01    1.200919E+00    1.797190E-03    4.824936E-08    2.966713E-06    1.213638E-06
   422000    4.2200E-01    1.200919E+00    1.797188E-03    4.824933E-08    2.966713E-06    1.213637E-06
   423000    4.2300E-01    1.200919E+00    1.797186E-03    4.824930E-08    2.966714E-06    1.213637E-06
   424000    4.2400E-01    1.200919E+00    1.797185E-03    4.824927E-08    2.966715E-06    1.213636E-06
   425000    4.2500E-01    1.200919E+00    1.797183E-03    4.824924E-08    2.966716E-06    1.213635E-06
   426000    4.2600E-01    1.200919E+00    1.797181E-03    4.824921E-08    2.966716E-06    1.213634E-06
   427000    4.2700E-01    1.200919E+00    1.797180E-03    4.824919E-08    2.966717E-06    1.213634E-06
   428000    4.2800E-01    1.200919E+00    1.797178E-03    4.824916E-08    2.966718E-06    1.213633E-06
   429000    4.2900E-01    1.200919E+00    1.797176E-03    4.824914E-08    2.966718E-06    1.213632E-06
   430000    4.3000E-01    1.200919E+00    1.797175E-03    4.824911E-08    2.966719E-06    1.213632E-06
   431000    4.3100E-01    1.200919E+00    1.797174E-03    4.824909E-08    2.966720E-06    1.213631E-06
   432000    4.3200E-01    1.200919E+00    1.797172E-03    4.824907E-08    2.966720E-06    1.213631E-06
   433000    4.3300E-01    1.200919E+00    1.797171E-03    4.824904E-08    2.966721E-06    1.213630E-06
   434000    4.3400E-01    1.200919E+00    1.797169E-03    4.824902E-08    2.966721E-06    1.213630E-06
   435000    4.3500E-01    1.200919E+00    1.797168E-03    4.824900E-08    2.966722E-06    1.213629E-06
   436000    4.3600E-01    1.200919E+00    1.797167E-03    4.824898E-08    2.966722E-06    1.213629E-06
   437000    4.3700E-01    1.200919E+00    1.797166E-03    4.824896E-08    2.966723E-06    1.213628E-06
   438000    4.3800E-01    1.200919E+00    1.797165E-03    4.824894E-08    2.966723E-06    1.213628E-06
   439000    4.3900E-01    1.200919E+00    1.797163E-03    4.824893E-08    2.966724E-06    1.213627E-06
   440000    4.4000E-01    1.200919E+00    1.797162E-03    4.824891E-08    2.966724E-06    1.213627E-06
   441000    4.4100E-01    1.200919E+00    1.797161E-03    4.824889E-08    2.966725E-06    1.213626E-06
   442000    4.4200E-01    1.200919E+00    1.797160E-03    4.824888E-08    2.966725E-06    1.213626E-06
   443000    4.4300E-01    1.200919E+00    1.797159E-03    4.824886E-08    2.966726E-06    1.213626E-06
   444000    4.4400E-01    1.200919E+00    1.797158E-03    4.824884E-08    2.966726E-06    1.213625E-06
   445000    4.4500E-01    1.200919E+00    1.797157E-03    4.824883E-08    2.966726E-06    1.213625E-06
   446000    4.4600E-01    1.200919E+00    1.797157E-03    4.824882E-08    2.966727E-06    1.213624E-06
   447000    4.4700E-01    1.200919E+00    1.797156E-03    4.824880E-08    2.966727E-06    1.213624E-06
   448000    4.4800E-01    1.200919E+00    1.797155E-03    4.824879E-08    2.966728E-06    1.213624E-06
   449000    4.4900E-01    1.200919E+00    1.797154E-03    4.824877E-08    2.966728E-06    1.213623E-06
   450000    4.5000E-01    1.200919E+00    1.797153E-03    4.824876E-08    2.966728E-06    1.213623E-06
   451000    4.5100E-01    1.200919E+00    1.797152E-03    4.824875E-08    2.966729E-06    1.213623E-06
   452000    4.5200E-01    1.200919E+00    1.797152E-03    4.824874E-08    2.966729E-06    1.213622E-06
   453000    4.5300E-01    1.200919E+00    1.797151E-03    4.824873E-08    2.966729E-06    1.213622E-06
   454000    4.5400E-01    1.200919E+00    1.797150E-03    4.824871E-08    2.966729E-06    1.213622E-06
   455000    4.5500E-01    1.200919E+00    1.797150E-03    4.824870E-08    2.966730E-06    1.213622E-06
   456000    4.5600E-01    1.200919E+00    1.797149E-03    4.824869E-08    2.966730E-06    1.213621E-06
   457000    4.5700E-01    1.200919E+00    1.797148E-03    4.824868E-08    2.966730E-06    1.213621E-06
   458000    4.5800E-01    1.200919E+00    1.797148E-03    4.824867E-08    2.966731E-06    1.213621E-06
   459000    4.5900E-01    1.200919E+00    1.797147E-03    4.824866E-08    2.966731E-06    1.213621E-06
   460000    4.6000E-01    1.200919E+00    1.797147E-03    4.824865E-08    2.966731E-06    1.213620E-06
   461000    4.6100E-01    1.200920E+00    1.797146E-03    4.824865E-08    2.966731E-06    1.213620E-06
   462000    4.6200E-01    1.200920E+00    1.797145E-03    4.824864E-08    2.966731E-06    1.213620E-06
   463000    4.6300E-01    1.200920E+00    1.797145E-03    4.824863E-08    2.966732E-06    1.213620E-06
   464000    4.6400E-01    1.200920E+00    1.797144E-03    4.824862E-08    2.966732E-06    1.213619E-06
   465000    4.6500E-01    1.200920E+00    1.797144E-03    4.824861E-08    2.966732E-06    1.213619E-06
   466000    4.6600E-01    1.200920E+00    1.797143E-03    4.824860E-08    2.966732E-06    1.213619E-06
   467000    4.6700E-01    1.200920E+00    1.797143E-03    4.824860E-08    2.966733E-06    1.213619E-06
   468000    4.6800E-01    1.200920E+00    1.797143E-03    4.824859E-08    2.966733E-06    1.213619E-06
   469000    4.6900E-01    1.200920E+00    1.797142E-03    4.824858E-08    2.966733E-06    1.213619E-06
   470000    4.7000E-01    1.200920E+00    1.797142E-03    4.824858E-08    2.966733E-06    1.213618E-06
   471000    4.7100E-01    1.200920E+00    1.797141E-03    4.824857E-08    2.966733E-06    1.213618E-06
   472000    4.7200E-01    1.200920E+00    1.797141E-03    4.824856E-08    2.966733E-06    1.213618E-06
   473000    4.7300E-01    1.200920E+00    1.797141E-03    4.824856E-08    2.966734E-06    1.213618E-06
   474000    4.7400E-01    1.200920E+00    1.797140E-03    4.824855E-08    2.966734E-06    1.213618E-06
   475000    4.7500E-01    1.200920E+00    1.797140E-03    4.824854E-08    2.966734E-06    1.213618E-06
   476000    4.7600E-01    1.200920E+00    1.797139E-03    4.824854E-08    2.966734E-06    1.213617E-06
   477000    4.7700E-01    1.200920E+00    1.797139E-03    4.824853E-08    2.966734E-06    1.213617E-06
   478000    4.7800E-01    1.200920E+00    1.797139E-03    4.824853E-08    2.966734E-06    1.213617E-06
   479000    4.7900E-01    1.200920E+00    1.797138E-03    4.824852E-08    2.966734E-06    1.213617E-06
   480000    4.8000E-01    1.200920E+00    1.797138E-03    4.824852E-08    2.966735E-06    1.213617E-06
   481000    4.8100E-01    1.200920E+00    1.797138E-03    4.824851E-08    2.966735E-06    1.213617E-06
   482000    4.8200E-01    1.200920E+00    1.797138E-03    4.824851E-08    2.966735E-06    1.213617E-06
   483000    4.8300E-01    1.200920E+00    1.797137E-03    4.824850E-08    2.966735E-06    1.213617E-06
   484000    4.8400E-01    1.200920E+00    1.797137E-03    4.824850E-08    2.966735E-06    1.213616E-06
   485000    4.8500E-01    1.200920E+00    1.797137E-03    4.824850E-08    2.966735E-06    1.213616E-06
   486000    4.8600E-01    1.200920E+00    1.797137E-03    4.824849E-08    2.966735E-06    1.213616E-06
   487000    4.8700E-01    1.200920E+00    1.797136E-03    4.824849E-08    2.966735E-06    1.213616E-06
   488000    4.8800E-01    1.200920E+00    1.797136E-03    4.824848E-08    2.966735E-06    1.213616E-06
   489000    4.8900E-01    1.200920E+00    1.797136E-03    4.824848E-08    2.966736E-06    1.213616E-06
   490000    4.9000E-01    1.200920E+00    1.797136E-03    4.824848E-08    2.966736E-06    1.213616E-06
   491000    4.9100E-01    1.200920E+00    1.797135E-03    4.824847E-08    2.966736E-06    1.213616E-06
   492000    4.9200E-01    1.200920E+00    1.797135E-03    4.824847E-08    2.966736E-06    1.213616E-06
   493000    4.9300E-01    1.200920E+00    1.797135E-03    4.824847E-08    2.966736E-06    1.213616E-06
   494000    4.9400E-01    1.200920E+00    1.797135E-03    4.824846E-08    2.966736E-06    1.213616E-06
   495000    4.9500E-01    1.200920E+00    1.797135E-03    4.824846E-08    2.966736E-06    1.213615E-06
   496000    4.9600E-01    1.200920E+00    1.797134E-03    4.824846E-08    2.966736E-06    1.213615E-06
   497000    4.9700E-01    1.200920E+00    1.797134E-03    4.824845E-08    2.966736E-06    1.213615E-06
   498000    4.9800E-01    1.200920E+00    1.797134E-03    4.824845E-08    2.966736E-06    1.213615E-06
   499000    4.9900E-01    1.200920E+00    1.797134E-03    4.824845E-08    2.966736E-06    1.213615E-06
   500000    5.0000E-01    1.200920E+00    1.797134E-03    4.824845E-08    2.966736E-06    1.213615E-06
   501000    5.0100E-01    1.200920E+00    1.797134E-03    4.824844E-08    2.966737E-06    1.213615E-06
   502000    5.0200E-01    1.200920E+00    1.797133E-03    4.824844E-08    2.966737E-06    1.213615E-06
   503000    5.0300E-01    1.200920E+00    1.797133E-03    4.824844E-08    2.966737E-06    1.213615E-06
   504000    5.0400E-01    1.200920E+00    1.797133E-03    4.824844E-08    2.966737E-06    1.213615E-06
   505000    5.0500E-01    1.200920E+00    1.797133E-03    4.824843E-08    2.966737E-06    1.213615E-06
   506000    5.0600E-01    1.200920E+00    1.797133E-03    4.824843E-08    2.966737E-06    1.213615E-06
   507000    5.0700E-01    1.200920E+00    1.797133E-03    4.824843E-08    2.966737E-06    1.213615E-06
   508000    5.0800E-01    1.200920E+00    1.797133E-03    4.824843E-08    2.966737E-06    1.213615E-06
   509000    5.0900E-01    1.200920E+00    1.797132E-03    4.824843E-08    2.966737E-06    1.213615E-06
   510000    5.1000E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213615E-06
   511000    5.1100E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213614E-06
   512000    5.1200E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213614E-06
   513000    5.1300E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213614E-06
   514000    5.1400E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213614E-06
   515000    5.1500E-01    1.200920E+00    1.797132E-03    4.824842E-08    2.966737E-06    1.213614E-06
   516000    5.1600E-01    1.200920E+00    1.797132E-03    4.824841E-08    2.966737E-06    1.213614E-06
   517000    5.1700E-01    1.200920E+00    1.797132E-03    4.824841E-08    2.966737E-06    1.213614E-06
   518000    5.1800E-01    1.200920E+00    1.797132E-03    4.824841E-08    2.966737E-06    1.213614E-06
   519000    5.1900E-01    1.200920E+00    1.797131E-03    4.824841E-08    2.966737E-06    1.213614E-06
   520000    5.2000E-01    1.200920E+00    1.797131E-03    4.824841E-08    2.966737E-06    1.213614E-06
   521000    5.2100E-01    1.200920E+00    1.797131E-03    4.824841E-08    2.966737E-06    1.213614E-06
   522000    5.2200E-01    1.200920E+00    1.797131E-03    4.824841E-08    2.966738E-06    1.213614E-06
   523000    5.2300E-01    1.200920E+00    1.797131E-03    4.824840E-08    2.966738E-06    1.213614E-06
   524000    5.2400E-01    1.200920E+00    1.797131E-03    4.824840E-08    2.966738E-06    1.213614E-06
   525000    5.2500E-01    1.200920E+00    1.797131E-03    4.824840E-08    2.966738E-06    1.213614E-06
   526000    5.2600E-01    1.200920E+00    1.797131E-03    4.824840E-08    2.966738E-06    1.213614E-06
